uid	text	label	metadata__wavenum	metadata__ideo5	metadata__row_number
3391	pretty much everything the involves donald trump	0	12	Liberal	3391
2752	pretty nearly everything else donald trump republicans on the road to treason russian aggression school shootings	0	7	Very liberal	2752
5016	proposed tariffs donald trump not being voted out	0	11	Moderate	5016
5262	prospect that donald trump may be reelected and republicans still control senate	0	12	Moderate	5262
7025	prospects that donald trump will be defeated and democrats will make gains in congress	1	12	Moderate	7025
2173	protest of donald trump winning presidential election	0	3	Very conservative	2173
2238	protesters against donald trump	0	3	Conservative	2238
601	protesters against donald trump !	1	3	Liberal	601
2317	protesters against the president of the united states	0	4	Conservative	2317
2231	protesters since donald trump was elected	0	3	Conservative	2231
742	protests against donald trump	1	4	Very liberal	742
5660	protests against donald trump the tragic	1	4	Moderate	5660
637	protests against president elect donald trump proposed cabinet appointments	1	3	Liberal	637
2470	protests against the president	0	4	Conservative	2470
765	protests of donald trump unamerican policies and citizens challenging lawmakers at town halls	1	4	Very liberal	765
2359	protests of the president and violent acts	0	4	Moderate	2359
116	proud ? heck no our politicians today are all nuts crooked as can be going through our tax money like its their own personal piggy bank getting up to mischief constantly its a disgrace the one bright cloud is that our new president contrary to what you might believe seems to have americas best interests at heart the rest of congress doesnt like him because he wants to stop the thievery and crooked politics president donald trump makes me proud he was elected even though he has a steep hill to climb	1	6	Conservative	116
8	proud for a donald trump victory proud the country stood up against the corrupt liberal agenda	1	3	Conservative	8
990	proud of donald trump for working toward peace on korean peninsula	1	8	Liberal	990
1212	proud that president donald trump is standing tough against unfair trade practices of communist china	1	12	Very conservative	1212
335	proud that the democrats have retaken the house and will finally put a check on our lawless president	1	9	Very liberal	335
2308	putting betsy devos an enemy of public schools in charge of public education putting a known polluter in charge of the epa and making a ceo with business ties to russia our secretary of state not to mention all the white supremacists in our white house counseling the president his ties to russia and all the lies he has to tell just to make himself feel better im also angry that hes trying to delegitimization the press by calling anything against him fake news and that he has spent more on security and travel in one month than our last president president barack obama spent in an entire year on the same things president dump makes this country look stupid	0	4	Very liberal	2308
48	putting god back in the white house	1	4	Conservative	48
3812	racial and religious violence stirred up by the idiot in the white house	0	4	Liberal	3812
3655	racism bigotry donald trump temper	0	3	Moderate	3655
3026	racism donald trump political slander	0	9	Liberal	3026
4064	racism war donald trump being an idiot	0	6	Liberal	4064
3091	racism xenophobia homophobia donald trump hinting that he will declare a state of emergency to build the wall	0	10	Very liberal	3091
1393	racist misogynistic sexual predator illiterate egomaniac bully donald trump was elected president the bigotry and ignorance demonstrated by the fact is awful	0	4	Liberal	1393
2688	ragging on the president	0	7	Very conservative	2688
1701	rancor and donald trump	0	8	Liberal	1701
6604	rationalized foreign policy continued economic improvement and a lessening of donald trump mania	1	10	Conservative	6604
5342	re electing donald trump pushing the country ever closer to collapse ruth bader ginsburg dying and letting donald trump pick another supreme court justice	0	12	Liberal	5342
5744	really not much except for the large really huge numbers of people demonstrating against donald trump the democrats dont have a strong leader and im afraid we are headed for a fascist state hitler started this way	1	4	Very liberal	5744
6814	recent court rulings against donald trump administration attempts to withhold information from congress such as donald trump income taxes financial records from banks etc	1	11	Very liberal	6814
6926	reelect donald trump	1	12	Conservative	6926
5182	reelecting mr donald trump	0	12	Moderate	5182
5524	removal of donald trump is the only hope we have	1	4	Liberal	5524
6191	removal of the corrupt person sitting in the white house and the spineless republican congress and senate	1	8	Moderate	6191
5849	remove the president	1	6	Moderate	5849
7135	removing the president and getting the country back on a positive track	1	12	Liberal	7135
6879	replacing the president	1	12	Liberal	6879
2229	reports of hate speech and crimes by donald trump supporters	0	3	Liberal	2229
3125	representative hunter writing to donald trump to defend a navy seal on trial for war crimes	0	10	Very liberal	3125
1283	republican lies ! ! ! the hate cultivated by donald trump fake news sites of the internet and fox news id the biggest liars of them all !	0	3	Moderate	1283
4589	republican pandering of donald trump	0	9	Moderate	4589
1934	republican party democratic party the loud jack ass we have for a president and we live in an oligarchy	0	10	Very liberal	1934
4880	republican partys insistence on supporting donald trump and his hateful agenda	0	10	Moderate	4880
5535	republican president	1	4	Conservative	5535
5326	republicans allowed donald trump to destroy environmental protections which may make it too late to reverse climate change	0	12	Very liberal	5326
1329	republicans and donald trump	0	4	Liberal	1329
4065	republicans and establishment hamstringing the presidents agenda	0	6	Conservative	4065
1008	republicans and the way the help president donald trump	1	9	Not sure	1008
1661	republicans are siding with donald trump	0	8	Liberal	1661
4978	republicans continue to lie and to support donald trump	0	11	Very liberal	4978
2077	republicans continue to turn a blind eye and ear to donald trump corruption instead of remembering they work for the people	0	12	Liberal	2077
4837	republicans covering for donald trump incompetence	0	10	Liberal	4837
1969	republicans donald trump mitch mcconnell	0	11	Liberal	1969
1600	republicans enabling donald trump ignorance and greed	0	7	Liberal	1600
5098	republicans getting reelected next november and keeping the white house and senate	0	11	Conservative	5098
4683	republicans have embraced donald trump	0	9	Very liberal	4683
4687	republicans kept the senate donald trump and also donald trump possibly getting impeached because we would be stuck with mike pence	0	9	Moderate	4687
1494	republicans mr donald trump the entire donald trump cabinet	0	6	Moderate	1494
1792	republicans n donald trump	0	9	Very liberal	1792
1440	republicans not speaking against the donald trump administration lack of gun control reform campaigns give lobbyists and big money too much control the gop trying to smear robert mueller investigation and reputation not enough work on civil rights too little to save the environment the use of executive orders too much reversing the prior administrations actions too frequently the donald trump administration trying to implode the affordable care act republicans planning to help the richest people and companies with the tax cut more than every day americans i could literally go on and on	0	6	Very liberal	1440
5250	republicans protecting a lawless president	0	12	Liberal	5250
6446	republicans still control the senate donald trump is still president	1	9	Very conservative	6446
4128	republicans still controlling congress donald trump still being in the white house	0	6	Moderate	4128
4634	republicans still have the senate and donald trump keeps interfering with russia mueller investigation	0	9	Liberal	4634
3757	republicans under donald trump are going backwards in every way environmentally civil rights to name two important ones and nothing is being done to stop this so far republicans under donald trump are trying to undo all the positive things and send us back into the dark ages	0	4	Very liberal	3757
1860	republicans who support the asinine antics of donald trump	0	9	Very liberal	1860
5753	resistance movement against donald trump	1	4	Liberal	5753
190	resistance to donald trump	1	7	Liberal	190
250	resistance to donald trump administration	1	7	Moderate	250
151	resistance to donald trump and republican agenda	1	6	Very liberal	151
340	resistance to the daily trashing of the u s constitution by the president	1	9	Very liberal	340
220	resistance to the donald trump administration	1	7	Liberal	220
5572	resistance will surge to the point that gop cant dismiss as just liberal activists and will have to listen to the majority not just the donald trump base	1	4	Moderate	5572
283	respect for our military our president	1	8	Moderate	283
1689	resurgence of racism bashing political correctness as some kind of bad thing psychotic and unhinged president the tea party morality or lack thereof being so closely aligned with political ideology	0	8	Very liberal	1689
87	resurgence of the middle man or the forgotten man as donald trump says	1	4	Moderate	87
6350	reversing at least some of the damage from donald trump policies especially related to immigration the environment and gun control	1	9	Very liberal	6350
4255	reversing policy of everything president barack obama enacted isnt leading the country with any form of leadership so there is no direction that is strategy based government for the people doesnt go out of style we should remember this when enacting policy	0	7	Liberal	4255
2957	rhetoric from donald trump	0	9	Not sure	2957
1338	riots and protest disgraceful harassment of president and any person who speaks up for him	0	4	Moderate	1338
6589	robert mueller completing his report and hopefully donald trump impeachment	1	10	Very liberal	6589
860	robert mueller continued mueller investigation of donald trump russian collusion	1	6	Liberal	860
6103	robert mueller hasnt been fired yet and donald trump cant pardon state level crimes also election year	1	7	Very liberal	6103
5887	robert mueller investigation leading to donald trump impeachment and he his family and administration going to prison	1	6	Liberal	5887
6375	robert mueller mueller investigation of donald trump	1	9	Liberal	6375
6050	robert mueller mueller investigation seems to be getting closer to charging the president with obstruction of justice	1	7	Moderate	6050
6208	robert mueller mueller report about president donald trump	1	8	Liberal	6208
2511	robert mueller threatened the one devastating move that could impeach donald trump and is on a crusade to bring down donald trump	0	6	Very conservative	2511
2982	rude press at white house	0	9	Very conservative	2982
1822	rudeness name calling and president donald trump general behavior especially the constant lies	0	9	Liberal	1822
3207	russia changed our votes in donald trump presidency	0	11	Liberal	3207
2495	russia donald trump tweets so called tax reform donna braziles allegations and terrorist attacks in the u s	0	6	Moderate	2495
866	russia mueller investigation to take down donald trump administration	1	6	Moderate	866
3259	said something bad about the president	0	11	Moderate	3259
3526	same as the other question everything that donald trump and congress is going to do i suspect that now we really see a curtailing of our civil liberties minorities and immigrants will unfortunately take the brunt of that	0	3	Moderate	3526
4710	same leaders in senate wont make president accountable	0	9	Very liberal	4710
4420	same old same old republicans especially need to get their act together and work with donald trump for the american people who put them all in the offices they hold	0	8	Very conservative	4420
5120	same president running and winning the election in 2020	0	11	Moderate	5120
2298	san francisco schools are teaching children how to cope with the tragedy that is the election of donald trump as president	0	3	Conservative	2298
6666	see donald trump 4 more years as a president	1	11	Conservative	6666
42	seeing a president that respects the office and cares about the country and its people	1	4	Moderate	42
3370	seeing donald trump everyday	0	12	Moderate	3370
871	seeing people stand up against racism donald trump and his cronies	1	6	Very liberal	871
1090	seeing president donald trump with our border patrol agents at the border and asking what they need to do their jobs to protect our country	1	10	Conservative	1090
3502	seeing racism come out of donald trump supporters	0	12	Moderate	3502
5925	seeing that our president is aware more than barack obama was that he goes to places that are the hardest hit during the year and makes them realize how great it is to live in the u s a despite what they have had to go through	1	6	Very conservative	5925
3123	senate minority leader chuck schumer criticizing president donald trump state of the union speech before he either read or heard it shameful partisanship embarrassing for u s worldwide	0	10	Very conservative	3123
831	senator corker standing up to the bullying of donald trump not my president impeachment proceedings against donald trump guilty proceedings on russian election tampering	1	6	Moderate	831
3177	senator lindsey graham has suggested that senate republicans must back the president if he makes an emergency declaration to build his wall	0	10	Conservative	3177
970	senator mazie hirono asking great questions to donald trump nominee supreme court brett kavanaugh	1	8	Very liberal	970
2814	senator mitch mcconnell and the republican senate leadership weakening the judiciary by ramming a nominee through the process while reasonably aware that he may have committed perjury before the senate in the past and is expected to protect donald trump and the senators from the bench	0	8	Moderate	2814
5554	sensible policies by donald trump	1	4	Conservative	5554
1108	several of the presidents cabinet and staff breaking with him	1	10	Moderate	1108
1691	share do i begin ? his the left keeps pushing this agenda of big mean donald trump they need to grow up ! sports stars need to shut up actors need to shut up let the man do his job ! hillary clinton didnt win it happens oh frigging well !	0	8	Moderate	1691
2630	shootings everyday and donald trump	0	6	Liberal	2630
2565	shootings everything donald trump does	0	6	Moderate	2565
2632	shootings our president hatefulness	0	6	Liberal	2632
2549	simply put donald trump !	0	6	Liberal	2549
862	since donald trump win the resistance has shown that americans can work together for our country our shared beliefs and the constitution	1	6	Very liberal	862
3794	so many garbage bag office holders how can the president get rid of so many scumbags ?	0	4	Conservative	3794
4063	so many people against our president they should just let him do his job and see what he can do	0	6	Conservative	4063
1074	so many progressives running for president in 2020	1	10	Liberal	1074
2727	so many things ! donald trump not helping the dreamers	0	7	Liberal	2727
5947	so many things example taxes jerusalem recognized securing our borders stock market jobs terrorist ban fixing trade deals defeating isis god back in the white house merry christmas	1	7	Conservative	5947
2542	so many things in the news make me angry to name a few the fact that donald trump is our president pretty much everything he says or does harvey weinstein the shooting at a texas church yesterday the las vegas shooting mass shootings in general becoming so common campaign collusion with russia donald trump and north korea having a pissing contest that could affect millions of people governments deciding that healthcare is only for people who can afford it i could go on and on	0	6	Liberal	2542
5092	socialism being pushed by democrats and all their obstruction of our president trying to fix the countries problems especially immigration	0	11	Very conservative	5092
4928	socialist democrats doing nothing but trying to get donald trump removed from office	0	10	Conservative	4928
4430	some of donald trump ideas	0	8	Moderate	4430
1385	some of donald trump policies	0	4	Moderate	1385
3771	some of donald trump policies on immigrants and the environment	0	4	Moderate	3771
6850	some of the gop starting to stand up to donald trump	1	11	Liberal	6850
5695	some of the positive things donald trump is trying to address	1	4	Moderate	5695
638	some of the responses to the election of donald trump and how hillary clinton and president barack obama are responding	1	3	Moderate	638
519	some people in power are standing up to the terrorist organization that the republican party has become especially their leaders moscow mitch mcconnell and donald trump	1	12	Liberal	519
1342	some people not giving the new president a chance	0	4	Moderate	1342
1503	some republicans agreeing with donald trump with war daca etc	0	6	Moderate	1503
199	some standing up to donald trump	1	7	Liberal	199
2476	some stupid liberal judges froze president donald trump travel ban on people coming from terrorist arrears those judges dont care about america me and my family they are idiots i thank god for president donald trump and that he cares about us	0	4	Very conservative	2476
977	someone in the donald trump administration is keeping donald trump from doing as much damage	1	8	Very liberal	977
3918	someone will hurt our beloved president donald trump	0	4	Not sure	3918
6704	soon no more donald trump !	1	11	Liberal	6704
1075	special counsel investigation of donald trump grassroots democratic campaigns	1	10	Liberal	1075
2529	special investigation of donald trump russia but nothing investigated about hillary clinton	0	6	Conservative	2529
1188	speech by potus at normandy john james of michigan announcing his senate run mexico and guatemala saying they will get control of their southern border pompeo standing up to iranians donald trump standing up to mexico	1	11	Very conservative	1188
733	speeches by donald trump and mike pence	1	4	Conservative	733
858	speeches from donald trump with god in his speeches	1	6	Moderate	858
5966	spirit of american people not giving up advertising going against what donald trump believes in	1	7	Very liberal	5966
403	stacey abrams and the campaign she ran in georgia nancy pelosi standing firm against president donald trump the democrats for once not taking power thinking that that means they need to stand in the corner and still allow the republicans to define the agenda	1	10	Liberal	403
107	state and local level actions taken to counter the ethnocentric rhetoric of the white house	1	4	Liberal	107
6489	staying the course our country is on now thanks to donald trump and watching hillary clinton and john kerry get prosecuted for crimes against the american people	1	10	Very conservative	6489
2286	steve bannon a person who supposes the alt right is president elect donald trump right hand man essentially	0	3	Moderate	2286
3909	steve bannon and donald trump being a narcissistic sociopaths who are master manipulators and only care about power money and control	0	4	Moderate	3909
2212	still donald trump bashing	0	3	Moderate	2212
4852	still have donald trump as president	0	10	Moderate	4852
4564	still under donald trump rule he is destroying america	0	8	Liberal	4564
1273	stories about support for our president	1	12	Conservative	1273
6942	strong economy and president and other leaders exhibition of their faith in god	1	12	Very conservative	6942
5936	strong rhetoric of donald trump	1	6	Conservative	5936
3267	stupid donald trump crap tariffs on mexico all the stupid trade crap the constant obstruction by the administration and abetting by republicans in congress mitch mcconnell screwing democracy for party power and not hurt the little feelings of the toddler president	0	11	Conservative	3267
2385	stupid people marching against donald trump	0	4	Moderate	2385
2246	stupid protesters rioting over donald trump victory	0	3	Conservative	2246
3152	subpoena of donald trump inaugural committee information	0	10	Moderate	3152
3243	subpoenas to the president	0	11	Moderate	3243
1030	success against north korea republicans increased their numbers in the senate donald trump is taking a stand against the caravan	1	9	Very conservative	1030
1673	support and excuses republican politicians give donald trump for his actions	0	8	Moderate	1673
6279	support of donald trump brett kavanaugh on the supreme court	1	8	Very conservative	6279
4988	supreme court decision on abortion potential for continued conservative control of the white house court etc	0	11	Liberal	4988
5169	take forever to undo all the damage donald trump and mitch mcconnell have inflicted upon us	0	12	Liberal	5169
7103	taking care of our homeless especially veterans our president supports our law enforcement officers and first responders	1	12	Moderate	7103
3293	talk of impeachment of president donald trump	0	11	Very conservative	3293
2906	tariffs president donald trump comments about vladimir putin	0	8	Conservative	2906
3667	terrorism police killing us and donald trump moving in the white house next year will we still have obamacare and illegal aliens out put up those borders	0	3	Moderate	3667
2521	terrorist attacks and donald trump not doing his job	0	6	Moderate	2521
6892	thank the lord we have donald trump in the white house maga w w g 1 w g a	1	12	Very conservative	6892
298	thankful for president donald trump and his successes to make america great again	1	8	Very conservative	298
6650	that a comes forth who can beat donald trump in 2020 ! democratic candidate	1	11	Liberal	6650
1690	that a large minority has been emboldened by the president and the gop to promote racism misogyny intolerance and utter stupidity	0	8	Very liberal	1690
6	that a large number of forgotten or ignored voters threw a huge monkey wrench to the elite governing class of america and elected donald trump as the next president	1	3	Moderate	6
2712	that a lot of newscasters call the president either donald trump or worse president elect he was voted in and after being sworn in he is our president	0	7	Moderate	2712
196	that a majority of americans are against donald trump presidency	1	7	Liberal	196
3564	that a president donald trump wont follow through with what he has promised in other words i fear that he will become the typical politician	0	3	Conservative	3564
384	that a president is trying to live up to his campaign promises	1	10	Conservative	384
1595	that a racist was selected president and now the republican congress has instituted retrograde authoritarian economic policies on the american people while completely disregarding the rule of law	0	7	Liberal	1595
344	that a solid majority of american citizens believe in setting the country on the right path the opposite of the donald trump path even if the tricks of electoral politics hinder the full expression of these beliefs	1	9	Very liberal	344
7110	that a strong economy and peace will remind voters what a great job president donald trump has done	1	12	Conservative	7110
2183	that a tremendously unqualified donald trump won the election thanks to the electoral college	0	3	Moderate	2183
1288	that absolute lies are being used as facts and our education system isnt teaching people to look at everything critically as a result idiots like donald trump get elected	0	3	Moderate	1288
5469	that all america is watching what donald trump does and should be careful on how much he tries to change	1	3	Liberal	5469
2301	that all the people are objecting to the immigration rules that has been put into works must be completely stupid as the muslims are trying to take over any country they can and we finally get a president with enough balls to put a stop to it but the democrats want to fight it	0	4	Conservative	2301
330	that americans finally voted a man into the white house who maybe comes off crass and rude but speaks the truth and cares about america first	1	9	Conservative	330
587	that americans rose up to vote for donald trump and repudiate the radical liberal leftist policies and lies of barack obama who has destroyed america in the last eight years and that president donald trump will wipe out his legacy of deceit division and destruction of america	1	3	Conservative	587
5282	that are current president will be reelected	0	12	Conservative	5282
360	that because of the midterms democrats have control of the house to reign in the moron in the white house	1	9	Liberal	360
5333	that bernie sanders wont become president	0	12	Very liberal	5333
6703	that congress has some power to investigate the president	1	11	Liberal	6703
4097	that congress will continue to stifle every attempt made by president donald trump to put americans first and reverse some of the damage done by the previous administrations	0	6	Conservative	4097
5318	that congress wont act on the recent reporting about donald trump quid pro quo phone call with the president of ukraine and that they wont impeach the motherf   er already	0	12	Very liberal	5318
4961	that crazies like elizabeth warren bernie sanders kamala harris beto o rourke and cory booker are the frontrunners and it looks like we will have another 4 years of donald trump	0	11	Very conservative	4961
497	that democrats and some republicans want to impeach donald trump	1	11	Liberal	497
4192	that democrats hate donald trump so much that they put the rest of america in jeopardy for their hate they only want donald trump to fail so much that people and their safety is no longer important	0	7	Conservative	4192
6316	that democrats have the house maybe the donald trump investigation will go somewhere	1	9	Very liberal	6316
3768	that democrats have very little in their favor when it comes to blocking bad policies from being passed supreme court nominations for next 4 years will overturn roe v wade and donald trump will continue to golf not govern and move more power to the executive branch also steve bannon is an antisemite and white supremacist so surely cant be good for jews or people of color doj under jeff sessions will role back civil rights to 1963 levels	0	4	Liberal	3768
3825	that democrats will continue to work against president donald trump which will hurt the united states	0	4	Conservative	3825
4568	that democrats will still work on investigations and spend our money to get rid of the president and let people in our country illegally i dont understand why they dont understand what illegal means especially since they are rich and live off u s	0	9	Very conservative	4568
5205	that democrats will stop at nothing to harm our president	0	12	Very conservative	5205
64	that despite a president so hateful and spiteful of protest we still have the freedom to protest and hate this president he may try to silence us but legally he has no right to do it and will hopefully never be successful to the point of absolute oppression of those who differ from his views	1	4	Very liberal	64
5865	that donald trump administration is falling apart so hopefully he will resign or get impeached	1	6	Moderate	5865
4067	that donald trump and company will continue to stay in power	0	6	Very liberal	4067
5036	that donald trump and hate will continue to win	0	11	Very liberal	5036
4340	that donald trump and his policies enacted by his inept cabinet have done irreparable damage our countrys institutions	0	7	Liberal	4340
4588	that donald trump and his supporters will continue to screw up the country	0	9	Moderate	4588
5576	that donald trump and mike pence will be impeached and the republicans will lose power	1	4	Very liberal	5576
4858	that donald trump and mitch mcconnell are still in office	0	10	Very liberal	4858
1547	that donald trump and most republicans blamed the democrats for shut down when it was republicans who wouldnt negotiate and just the fact the partys are so divided	0	7	Liberal	1547
5724	that donald trump and not hillary clinton is president	1	4	Moderate	5724
3521	that donald trump and the congressmen women wont follow through on the gift we have given them	0	3	Moderate	3521
5782	that donald trump and the gop are wiped out by voters and the legal process	1	6	Very liberal	5782
4909	that donald trump and the gop will stage a take over and we will never have an election again they are working very hard to destroy our constitution	0	10	Very liberal	4909
4239	that donald trump and the republican congress will go to war with north korea	0	7	Liberal	4239
4016	that donald trump and the republican congress will pass laws destroying everything we have fought for over the past decade just to line the pockets of their wealthy crony friends	0	6	Liberal	4016
5884	that donald trump and the republicans are screwing things up so badly with control of all three branches of government that there will be an inevitable backlash hopefully it will happen in the midterm election	1	6	Very liberal	5884
4593	that donald trump basically fired jeff sessions today and that the doj is wont be able to finish the mueller investigation	0	9	Moderate	4593
5567	that donald trump be impeached	1	4	Conservative	5567
6951	that donald trump be impeached and democrats have majority in house and senate !	1	12	Very liberal	6951
6545	that donald trump be removed from the presidency	1	10	Moderate	6545
3	that donald trump beat hillary clinton	1	3	Conservative	3
227	that donald trump became president and start doing good things for the country very looking forward for his next years	1	7	Conservative	227
5027	that donald trump breaks relationships with other countries	0	11	Conservative	5027
5892	that donald trump could be impeached	1	6	Liberal	5892
7053	that donald trump could be removed from office	1	12	Liberal	7053
5279	that donald trump could get a second term	0	12	Very liberal	5279
4013	that donald trump could get us into a nuclear war	0	6	Very liberal	4013
4698	that donald trump cult of followers will become even more violent against people of color immigrants women lgbtq people who arent christians planned parenthood and anything else donald trump derides in his speeches	0	9	Very liberal	4698
435	that donald trump does take up for america	1	10	Moderate	435
6367	that donald trump gets impeach	1	9	Very conservative	6367
6130	that donald trump gets impeached	1	8	Moderate	6130
5710	that donald trump gets impeached and the republican congress falls apart	1	4	Moderate	5710
4768	that donald trump gets kicked out of office and mike pence takes over	0	10	Liberal	4768
4941	that donald trump going to make are country fall apart	0	10	Very conservative	4941
395	that donald trump got elected president of the united states the founding fathers were prescient	1	10	Conservative	395
6154	that donald trump got elected showing people will vote for change	1	8	Moderate	6154
18	that donald trump got elected thats all	1	3	Conservative	18
129	that donald trump got into politics and that he promised to drain the swamp ! ! !	1	6	Not sure	129
899	that donald trump has been successful for the most part at achieving what he has set out to do hes doing his best to keep the promises he made to the american public despite all the opposition and resistance and obstruction of the democratic party he will continue to be successful too he has god almighty on his side	1	7	Conservative	899
6829	that donald trump has kept his promises is fighting to put tariffs on other countries goods and he has called the chinese out on their blatant theft of our technology if the 5% tariffs is put on mexico 30% of our auto industry will return to america where it should all be anyways	1	11	Moderate	6829
4276	that donald trump has the nuclear code	0	7	Liberal	4276
5409	that donald trump ill change	1	3	Conservative	5409
1612	that donald trump is a liar and has brought the office of the president into the garbage	0	7	Moderate	1612
1487	that donald trump is a sexist racist angry person who continues to provoke nations via twitter	0	6	Liberal	1487
7129	that donald trump is caught up with his ugly way and charged with treason	1	12	Moderate	7129
2920	that donald trump is destroying our country and dividing the country	0	8	Liberal	2920
5598	that donald trump is doing the things he said he would do when he was running	1	4	Very conservative	5598
1343	that donald trump is embarrassing us and unfit and nobody is doing anything about it	0	4	Moderate	1343
3589	that donald trump is going to be our countrys president	0	3	Moderate	3589
1307	that donald trump is going to be president	0	3	Moderate	1307
5239	that donald trump is going to being in charge again i feel like he has a very good chance of winning again or heaven forbid something even worse someone even worse winning i dont know who this person is it could always be worse	0	12	Liberal	5239
5400	that donald trump is going to eliminate the evil people living in the swamp !	1	3	Very conservative	5400
5448	that donald trump is going to make america great again plus build a wall and a whole a lot of other stuff so america guitar your crying and grow up	1	3	Not sure	5448
3958	that donald trump is going to start world war iii and kill us all	0	6	Liberal	3958
4795	that donald trump is in fact beholden to vladimir putin and the russian oligarchs in such a manner that we might be headed into a constitutional crises which will destroy our republic as we know it or that we might be headed into a nuclear war	0	10	Liberal	4795
6149	that donald trump is in the white house	1	8	Very conservative	6149
975	that donald trump is our president and is working to save our country !	1	8	Very conservative	975
6584	that donald trump is our president and that he has the best interest of our country at heart	1	10	Very conservative	6584
135	that donald trump is our president not hillary clinton	1	6	Not sure	135
960	that donald trump is potus	1	8	Conservative	960
1341	that donald trump is president and hes an idiot	0	4	Moderate	1341
3517	that donald trump is president and his policies are rooted in fear and hate	0	3	Liberal	3517
1362	that donald trump is president and is reversing trans rights as well as a number of other peoples rights	0	4	Very liberal	1362
656	that donald trump is president and now maybe we can get those bs big shots out of washington and start fixing the bad in america	1	3	Not sure	656
2104	that donald trump is president and republicans are protecting him	0	12	Liberal	2104
6762	that donald trump is president and strongly believes in god	1	11	Conservative	6762
1706	that donald trump is president and the republican party stays quiet while he continues to make dangerous and irresponsible decisions	0	8	Very liberal	1706
12	that donald trump is president and things will change for the better	1	3	Conservative	12
2367	that donald trump is president that here in texas we have a governor and his cronies who are slowly taking women freedom to chose they are closing plan parent hood so women will no longer have access to healthcare im 85 years old and i have never been so angry	0	4	Liberal	2367
1737	that donald trump is ruining this country	0	8	Liberal	1737
85	that donald trump is standing his ground and fighting for the people who have felt like they cant voice their opinion lately	1	4	Very conservative	85
1178	that donald trump is still fighting to decrease the unfair trade gap that america has had for way too long	1	11	Moderate	1178
4202	that donald trump is still in office	0	7	Very liberal	4202
4272	that donald trump is still our president	0	7	Moderate	4272
4407	that donald trump is still president	0	8	Moderate	4407
4812	that donald trump is stopped from building the wall	0	10	Conservative	4812
5883	that donald trump is the president	1	6	Very conservative	5883
3651	that donald trump is too eager to stir up things with our allies	0	3	Moderate	3651
4916	that donald trump is trying to ruin the united states	0	10	Liberal	4916
694	that donald trump is trying to turn this country around	1	4	Conservative	694
6700	that donald trump is voted out of office	1	11	Moderate	6700
5245	that donald trump isnt held accountable for what he has done	0	12	Very liberal	5245
2071	that donald trump keeps getting away with corruption and obstruction of the rule of law	0	12	Liberal	2071
6236	that donald trump keeps making better deals that benefit the u s a	1	8	Moderate	6236
6017	that donald trump knows what he is doing and to trust the process	1	7	Very conservative	6017
4739	that donald trump lives in the white house	0	9	Very liberal	4739
2267	that donald trump made president	0	3	Not sure	2267
636	that donald trump may be impeached	1	3	Not sure	636
6469	that donald trump may be unelected soon	1	10	Liberal	6469
5151	that donald trump may get away with destroying the country	0	12	Liberal	5151
3773	that donald trump may not be able to drain the swamp fast enough	0	4	Very conservative	3773
5133	that donald trump may still be in office	0	11	Not sure	5133
697	that donald trump might be impeached	1	4	Very liberal	697
5999	that donald trump might be impeached and or arrested	1	7	Very liberal	5999
5024	that donald trump might be reelected	0	11	Very liberal	5024
6720	that donald trump plan to control immigration will succeed that more manufacturing jobs will come back to america and that wages will rise	1	11	Conservative	6720
6359	that donald trump presidency will end soon	1	9	Liberal	6359
5280	that donald trump prevails by cheating	0	12	Very liberal	5280
5320	that donald trump remains in office	0	12	Very liberal	5320
4158	that donald trump remains the american president	0	6	Moderate	4158
5380	that donald trump represents a fresh start without obligation to special interest and lobbyists	1	3	Conservative	5380
5628	that donald trump retired or died	1	4	Not sure	5628
3092	that donald trump shut down the government in the first place because he didnt get his way	0	10	Liberal	3092
4664	that donald trump starts world war iii	0	9	Very conservative	4664
4208	that donald trump still in office	0	7	Liberal	4208
3252	that donald trump still isnt being impeached or indicted	0	11	Very liberal	3252
5069	that donald trump still remains in office	0	11	Very liberal	5069
1189	that donald trump suspended the 5% tariffs with mexico	1	11	Very conservative	1189
4969	that donald trump tariffs will kill our economic gains and eat away at my ira and 401k retirement accounts !	0	11	Liberal	4969
6570	that donald trump term is almost over	1	10	Liberal	6570
6755	that donald trump time in the white house is coming to an end	1	11	Very liberal	6755
4542	that donald trump trade policies will cause trouble for the economy	0	8	Liberal	4542
153	that donald trump was able to win in spite of the entrenched washington swamp occupied by both parties	1	6	Conservative	153
2167	that donald trump was elected	0	3	Liberal	2167
1458	that donald trump was elected and is still in office	0	6	Very liberal	1458
1315	that donald trump was voted in hillary clinton had the popular vote 46 million didnt vote donald trump does as he pleases and nothing is done about it	0	3	Liberal	1315
1411	that donald trump who behaves like an angry child is president that the government gives favors to corporations who arent required to be responsible to people	0	4	Liberal	1411
3723	that donald trump will bankrupt us	0	4	Moderate	3723
5595	that donald trump will be able to turn us back around	1	4	Very conservative	5595
5962	that donald trump will be able to weed out all the corruption	1	7	Conservative	5962
5928	that donald trump will be forced to resign	1	6	Very liberal	5928
5605	that donald trump will be impeached	1	4	Moderate	5605
7032	that donald trump will be impeached !	1	12	Liberal	7032
6368	that donald trump will be impeached soon	1	9	Conservative	6368
7028	that donald trump will be impeached soon and that there are so many hopefuls in the democratic party for the primaries	1	12	Very liberal	7028
6928	that donald trump will be in charge for at least the next 12 months	1	12	Conservative	6928
