docnames,old.docnames,instance_id,speaker,party,date,agenda,text,EU,CAP 
text1559370.1,NA,172616,Nigel Dodds,DUP,22/10/2014,National Crime Agency,This is an important debate about an issue that our party raised in the Northern Ireland Assembly just a couple of weeks ago.,0,12
text1560881.1,NA,173497,Ian Paisley,DUP,27/10/2014,JTI Gallaher,"It has existed in Northern Ireland since its foundation 150 years ago in the city of Londonderry, and it has been a mainstay of employment in Northern Ireland.",0,21
text1565134.1,NA,175326,Jim Shannon,DUP,11/11/2014,Topical Questions [Oral Answers to Questions > Justice],What steps will the Minister take to ensure that Harland and Wolff workers in Northern Ireland receive comparative and fair compensation?,0,21
text1567299.1,NA,176464,Naomi Long,APNI,20/11/2014,Devolution and the Union,"Welfare reform has a massive impact on Northern Ireland, yet the devolved powers that we have are technical only, and we cannot deviate from parity and still be able to afford it.",0,13
text1571345.1,NA,178365,George Osborne,Con,03/12/2014,Autumn Statement,"Last week, the Government supported the proposals of Lord Smith's commission on Scotland.",0,21
text1286745.1,NA,54834,Simon Hughes,LibDem,07/02/2011,Registration of Members' Financial Interests,"I am a member of the all-party parliamentary group on Ukraine, which is next to Russia.",0,19
text1288450.1,NA,55369,Robert Walter,Con,10/02/2011,Voting by Prisoners,"Friend the Member for Christchurch (Mr Chope) is one of the members of that sub-committee who successfully rejected a slate of three candidates put forward by Portugal four months ago, and Portugal had to go back to find some candidates who were acceptable to us.",1,2
text1341071.1,NA,74918,David Lidington,Con,27/10/2011,Council of Europe (UK Chairmanship),"As the House knows, EU accession to the COE was one element of the treaty of Lisbon, which was ratified by all 27 member states in 2009.",1,20
text1376605.1,NA,90237,Fiona O'Donnell,Lab,15/03/2012,Common Fisheries Policy,"Members from both sides of the House agree that Europe must get to grips with the problem, because throwing perfectly good fish back into the sea is utterly unacceptable.",1,4
text1423689.2,NA,109698,Gemma Doyle,Lab,05/12/2012,Unemployment in Scotland,"He said that his members had more in common with the London dockers, the Durham miners and the Sheffield engineers than they had ever had with the “barons and landlord traitors”, as he called them, of Scotland.",0,5
text1444006.1,NA,118894,Christopher Chope,Con,26/02/2013,City of London (Various Powers) Bill [Lords],"Friend the Member for Cities of London and Westminster, with all the resources of the City of London behind him, at the behest of the Department got leading counsel's opinion on the matter.",0,20
text1149286.1,NA,80,Dan Rogerson,LibDem,12/01/2009,Business Rate Supplements Bill,Members across London.,0,99
text1168049.1,NA,7936,Hywel Williams,PlaidCymru,01/04/2009,Registration of Births and Deaths (Welsh Language),This Bill has wide support in Wales and I am grateful today for the support of Welsh Members on both sides of the House and Members from across the border-,0,12
text1168361.1,NA,7978,Greg Mulholland,LibDem,01/04/2009,National Dementia Strategy,"Again, I echo the comments of other hon.",0,3
text1169484.1,NA,8430,Gordon Prentice,Lab,21/04/2009,Transport (North-West),"The Member for Ribble Valley (Mr. Evans) talked about the cost of walk-on fares from London to Manchester, Newcastle or wherever.",0,10
text1170256.1,NA,8942,Stephen O'Brien,Con,24/04/2009,Palliative Care Bill,I echo the tributes that other hon.,0,3
text1170818.1,NA,9070,Tobias Ellwood,Con,28/04/2009,Points of Order,May I echo the request from my hon.,0,99
text1175502.1,NA,10483,Tim Loughton,Con,15/05/2009,Special Educational Needs and Disability (Support) Bill,"May I first, in this era of heightened precaution, declare my entry in the Register of Members' Interests and my interest as a vice-chairman of the all-party parliamentary group on autism, a subject which features large in the debate?",0,20
text1179487.1,NA,12012,Cheryl Gillan,Con,10/06/2009,Low Carbon Industries [Oral Answers to Questions > Wales],We will miss his common sense and dedication to Wales.,0,21
text1180989.1,NA,12597,William Hague,Con,16/06/2009,European Affairs,"The Europe Minister, too, is to sit in the House of Lords, and will be beyond the scrutiny of most elected representatives.",1,20
text1181113.1,NA,12835,Robert Walter,Con,16/06/2009,European Affairs,"The Labour party, unfortunately-or fortunately-has been completely routed in the south-west, and has no Member of the European Parliament there.",1,20
text1185968.1,NA,14770,Chris Bryant,Lab,02/07/2009,European Commission Annual Policy Strategy,Members mentioned what happened in Germany this week.,1,19
text1188680.1,NA,15574,Phil Woolas,Lab,14/07/2009,"Borders, Citizenship and Immigration Bill [Lords]",Members would presumably think it was the case for the Republic of Ireland.,0,2
text1190580.1,NA,16310,Bill Cash,Con,21/07/2009,Parliamentary Standards Bill,"There has been a great deal of comment, in the House of Lords and elsewhere, about a case in 2003 known as A. v. the United Kingdom.",0,20
text1191901.1,NA,16935,Kevin Brennan,Lab,14/10/2009,"Higher Education [Written Answers to Questions > Business, Innovation and Skills]",Member for South Holland and The Deepings (Mr. Hayes) referred to the background of my right hon.,0,99
text1203099.1,NA,21718,Mike O'Brien,Lab,02/12/2009,Whittington Hospital,"Member for Hornsey and Wood Green (Lynne Featherstone) expressed concern that the NHS across London faces cuts, as she put it.",0,3
text1203139.1,NA,21739,Kevin Brennan,Lab,02/12/2009,Citizens Advice Bureaux,Member for Meirionnydd Nant Conwy (Mr. Llwyd) was one of three Back-Bench Members from Wales who contributed to the debate.,0,20
text1206207.1,NA,23140,Jim Sheridan,Lab,14/12/2009,Regional Select Committee (London),May I just point out that I am not the Member for Scotland?,0,21
text1213532.1,NA,25640,Greg Mulholland,LibDem,27/01/2010,Dementia Services,"I also echo the tributes to the all-party group, of which I am a member, and especially to the leadership of the hon.",0,20
text1226590.1,NA,31049,Ian Paisley,DUP,24/03/2010,Engagements [Oral Answers to Questions > Oral Answers to Questions > Prime Minister > Prime Minister],I have been in too many houses like that in the north of Ireland not to know how deep the cuts are.,0,13
text1226649.1,NA,31105,John Redwood,Con,24/03/2010,Budget Resolutions and Economic Situation,Member for Middlesbrough would take us in the direction that Greece followed.,0,1
text1230228.1,NA,32602,Ed Miliband,Lab,27/05/2010,"Energy and Environment, Food and Rural Affairs","He has had a distinguished career as an economist, as a Member of the European Parliament and as an eloquent Member of this House since his election in 2005.",1,20
text1230332.1,NA,32689,Chris Heaton-Harris,Con,27/05/2010,"Energy and Environment, Food and Rural Affairs",Members here have asked me what the notable differences are between being a Member of the European Parliament and being an MP.,1,20
text1231379.1,NA,33447,Mark Field,Con,07/06/2010,Constitution and Home Affairs,"I shall unashamedly concentrate my observations on economic matters, in my capacity as the Member for the City of London, and on constitutional reform, which I broadly welcome as a long-time and robust supporter of House of Lords elections.",0,20
text1234914.1,NA,34744,David Cameron,Con,21/06/2010,European Council,"As this House is aware, however, with the situation in Greece and the need for a support package from the other eurozone members, there is no doubt that the eurozone as a whole faces real challenges.",1,1
text1236097.1,NA,35359,Tim Farron,LibDem,23/06/2010,Cumbrian Shootings,To echo the comments of most of the hon.,0,12
text1255067.1,NA,41158,Chris Bryant,Lab,20/10/2010,Parliamentary Voting System and Constituencies Bill,One subject that I want to mention is precisely what the job of a Member of Parliament is in the modern era.,0,20
text1258079.1,NA,42041,Duncan Hames,LibDem,28/10/2010,Business of the House,I am grateful to the Leader of the House for advance notice of Monday's ministerial statement on the European Council.,1,20
text1264530.1,NA,44894,Alan Meale,Lab,16/11/2010,Cyprus,"Friend the Member for Blackburn (Mr Straw)-a colleague from this side of the House, in this place-which was an attempt not only to influence the talks in New York, but to set in motion a political dialogue in Europe that would call for partition.",0,19
text1271808.1,NA,47635,Chris Heaton-Harris,Con,07/12/2010,European Union Bill,"As a member of the European Parliament, I was there at the start of the EPP debate in Brussels, and it evolved a little like this.",1,19
text1273594.1,NA,48234,Guto Bebb,Con,09/12/2010,Higher Education Fees,Opposition Members have been heckling me about Wales.,0,6
text1277327.1,NA,49929,Bernard Jenkin,Con,11/01/2011,European Union Bill,"There might be no doubt in our minds that Parliament is sovereign and that the functions and powers to which he has just referred are simply delegated to the European Union by this sovereign House, but because such misunderstandings exist, it is time for the House to make a clear declaration that sovereignty and ultimate legal authority still rest with the House of Commons.",1,19
text1278478.1,NA,50586,Charlie Elphicke,Con,13/01/2011,Business of the House,May I echo the call of the shadow Leader of the House for a debate on bank bonuses?,0,15
text1281625.1,NA,52051,Charlie Elphicke,Con,24/01/2011,European Union Bill,"Friend is right about the House of Lords: whether we go further into or come out of Europe is a matter that should start in the House of Commons, because this is the House of the people.",1,19
text1283576.1,NA,53448,Cathy Jamieson,Lab,27/01/2011,Scotland Bill,"Friend the Member for Glasgow East has observed, those of us who were fortunate enough to be part of that day will forever feel that we were part of the history of Scotland.",0,21
text1289968.1,NA,55982,Sheryll Murray,Con,15/02/2011,Fuel Prices,I echo what all hon.,0,8
text1291325.1,NA,56385,Martin Horwood,LibDem,17/02/2011,Rail Investment,I echo the comments of my hon.,0,10
text1404927.1,NA,100972,Stewart Jackson,Con,10/09/2012,European Union (Approval of Treaty Amendment Decision) Bill [Lords],"It is time that the House of Commons understood what the European Union is doing to the lives of those people, because we are complicit in that crime in allowing it to go on.",1,19
1525197,text1335819.1,1597784,Zac Goldsmith,Con,13/10/2011,Procedure Committee Reports,I absolutely concur with her view that most people have no idea what they are doing when they vote.,0,20
1563620,text1341122.1,1638562,Nick Smith,Lab,27/10/2011,NHS Care of Older People,"What is less clear is why this has not always been tackled and what needs to happen to effect change.”People have talked about a culture of indifference or, worse, of neglect, and ask what has happened to common compassion and kindness.",0,3
1937965,text1391912.1,2033380,John Glen,Con,14/06/2012,Mental Health,"In the short time available, I wish to address two subjects.",0,3
2268637,text1435014.1,2383235,Andy McDonald,Lab,23/01/2013,Housing Benefit Entitlement,"This dreadful provision should be revoked immediately, and people should come to their senses before it is too late.",0,13
2561756,text1473204.1,2693317,Jo Swinson,LibDem,09/07/2013,Zero-hours contracts,I shall give examples of people who that arrangement might suit.,0,5
2669928,text1487253.1,2806704,Theresa May,Con,22/10/2013,Immigration Bill,"Lady checks her facts, because I believe the decision not to fingerprint clandestines at the juxtaposed controls was actually taken before the 2010 general election.",0,2
2822716,text1507473.1,2968173,Clive Efford,Lab,08/01/2014,Fixed Odds Betting Terminals,There are eminent people in the Responsible Gambling Trust and I endorse what my hon.,0,15
2833816,text1508897.1,2980106,Jeremy Wright,Con,14/01/2014,Offender Rehabilitation Bill [Lords],"She has mentioned the Opposition day debate, in which there was a vote and the House voted against her point of view.",0,12
3047805,text1535997.1,3208682,Mark Harper,Con,07/05/2014,Immigration Bill,"Friend the Member for Aldridge-Brownhills (Sir Richard Shepherd), whom I respect hugely on these matters, but there is a balance to be struck between defending the liberties of our citizens and protecting us from terrorism.",0,19
3147429,text1548062.1,3314143,Esther McVey,Con,10/07/2014,Jobcentre Plus,That is why we have done things such as introduce the claimant commitment.,0,5
3252998,text1561333.1,3426643,David Anderson,Lab,28/10/2014,Coalfield Communities,A recent report in a newspaper called The Register stated:“The capacity crunch has been predicted for about seven years...,0,8
3342635,text1573088.1,3521664,Jim Shannon,DUP,09/12/2014,Anti-Semitism,"When it comes to such dreadful stereotypes, a variety of sports people have got into trouble recently for their racist, sectarian or anti-Semitic remarks.",0,2
text1350444.1,NA,78780,Paul Burstow,LibDem,29/11/2011,Epilepsy,Member for Hackney North and Stoke Newington asked a specific question about whether the information provided in Scotland and Wales is available.,0,3
text1157449.1,NA,3486,Mark Lazarowicz,Lab,12/02/2009,Sustainable Railways,My story about Edinburgh could be told of other services from elsewhere in Scotland.,0,10
text1252592.1,NA,40147,Douglas Carswell,Con,13/10/2010,Draft EU Budget 2011,I do not think it necessary to be either Eurosceptic or fiscally conservative to believe that there are better ways to allocate our finite resources.,1,1
text1298008.1,NA,59332,Douglas Alexander,Lab,17/03/2011,North Africa and the Middle East,"Given the need to try to secure not least the support of Chancellor Merkel, I would have thought a more judicious approach might have been to try to ensure the co-operation and engagement of Berlin at an earlier stage in the process.",0,19
text1339718.1,NA,74207,Tim Farron,LibDem,25/10/2011,Fire and Rescue Centres (North-West),"The Cheshire service, like many other authorities, has a resilience partner, its neighbouring service in north Wales.",0,12
text1400481.1,NA,98879,John Healey,Lab,11/07/2012,VAT on Air Ambulance Fuel Payments,The motion covers the interests of our 18 air ambulance services across England.,0,12
text1403850.1,NA,100641,John Mann,Lab,05/09/2012,Munich Olympics Massacre,"In our own splendid opening ceremony, was not the flag of Greece raised and the Greek national anthem played?",0,19
text1410791.1,NA,103241,David Tredinnick,Con,22/10/2012,Children's Cardiac Surgery (Glenfield),"My hon. and learned Friend the Member for Harborough made the point about the terrible tragedy in Wales, during which patients have been brought to Glenfield.",0,3
text1537736.1,NA,161715,David Cameron,Con,14/05/2014,Engagements [Oral Answers to Questions > Prime Minister],We have seen an 8% cut to the NHS budget in Wales carried through by Labour.,0,3
text1550969.1,NA,167950,Jonathan Reynolds,Lab,22/07/2014,Healthier Together Programme (Greater Manchester),"I will echo my colleagues' sentiments about the quality of the consultation process, but I want to give a view from the eastern part of the conurbation, Tameside, and make a couple of additional observations.",0,3
text1557199.1,NA,171478,Liz Kendall,Lab,15/10/2014,NHS Services (Access),"Gentleman is going to talk about Wales, 90% of patients get their treatment within that target, compared with 84% here, so let me save him some time and bother.",0,3
text1573588.1,NA,179399,Jane Ellison,Con,10/12/2014,Mental Health (Cambridgeshire),"Friend the Member for North Norfolk, who takes it extremely seriously and is committed to raising the matter with NHS England before it makes a decision at its board meeting on 17 December.",0,3
25312,text1151696.2,26736,Tim Farron,LibDem,21/01/2009,Mountain Rescue Teams,I pay tribute to Stewart Hulse from mountain rescue in my constituency-another MBE-who has been leading the way in that matter.,0,12
397572,text1191274.1,414237,Bob Spink,Independent,12/10/2009,"Planning and Development (Essex) [Petition > Observations > Children, Schools and Families]","I congratulate all petitioners, who do a great public service in defending their community by signing the petition.",0,14
577283,text1211908.1,602502,Ed Vaizey,Con,20/01/2010,Criminal Records Bureau,"It seems to me inevitable that there would be clashes between staff and boys, and of course staff are highly trained to deal with those circumstances.",0,12
675843,text1223766.1,705810,Christopher Chope,Con,12/03/2010,Sunbeds (Regulation) Bill,Lady give way?,0,20
781748,text1235549.1,816798,Damian Collins,Con,22/06/2010,Nuclear Energy,Given what the hon.,0,8
856280,text1245184.1,894161,Nick Gibb,Con,21/07/2010,Academies Bill [Lords],That is the whole point.,0,99
980074,text1261930.1,1023932,Stella Creasy,Lab,09/11/2010,Consumer Credit Regulation,They operate in ways that undermine that profession.,0,15
1037844,text1269952.1,1084563,Diane Abbott,Lab,01/12/2010,HIV [Oral Answers to Questions > Scotland],"I stress, as my hon.",0,99
1096860,text1278076.1,1147270,Nia Griffith,Lab,12/01/2011,Postal Services Bill,"Indeed, the IBA covers more than just the counter services.",0,20
1107308,text1279489.1,1158181,Chris Bryant,Lab,18/01/2011,Fixed-term Parliaments Bill,"None the less, I think that it is better to be consistent throughout the Bill in the terms that are used.",0,20
1124881,text1281748.1,1177090,David Lidington,Con,24/01/2011,European Union Bill,This is a vitally needed improvement.,1,19
1133684,text1283016.1,1186743,Nick Hurd,Con,26/01/2011,Community Cohesion,We have announced the pilots of the next phase of the national citizen service.,0,14
1155380,text1286053.1,1209932,Chris Bryant,Lab,03/02/2011,Parliamentary Reform,Gentleman give way?,0,99
1180062,text1289303.1,1235866,Andrea Leadsom,Con,14/02/2011,Budget Responsibility and National Audit Bill [Lords],Lady for giving way again.,0,1
1189181,text1290666.1,1245387,David Hanson,Lab,16/02/2011,Economic Regeneration (Glasgow),"We need to challenge them, as my hon.",0,14
1592295,text1345500.1,1669054,Justin Tomlinson,Con,09/11/2011,Obesity,It is the jumpers-for-goalposts mentality that matters.,0,3
1739152,text1365252.1,1824232,Steve Webb,LibDem,01/02/2012,Unemployment (Halifax),Best has a series of subcontractors that provide services to the hon.,0,5
1846912,text1379444.1,1937993,Simon Burns,Con,27/03/2012,GPs (Performance Management) [Oral Answers to Questions > Health],That will help to enhance the power of patients to get the GP of their choice and preference.,0,3
1931697,text1391275.1,2026898,Chris Bryant,Lab,13/06/2012,Ministerial Code (Culture Secretary),Gentleman give way?,0,99
1951647,text1393718.1,2047875,CHAIR,NA,21/06/2012,Secondary Education,"Gentleman on another occasion, with great anticipation.",0,6
2227802,text1429585.1,2340154,Chris White,Con,08/01/2013,Charities (Donations),Gentleman give way?,0,99
2294179,text1438666.1,2410717,Iain Stewart,Con,04/02/2013,Hazara Community (Pakistan),"The family then suffered again, when the father-in-law received a death threat and not long afterwards suffered a fatal heart attack-yet another tragedy for the family.",0,2
2478713,text1462182.1,2605149,Anne McIntosh,Con,05/06/2013,Badger Cull,"As the Secretary of State said, this is a bacterium that affects humans, and I have had family members just one generation ago who suffered from TB with lifelong consequences.",0,3
2861428,text1512256.1,3009089,Yasmin Qureshi,Lab,23/01/2014,Shrewsbury 24 (Release of Papers),Gentleman give way?,0,99
2943571,text1522599.1,3096488,Peter Bottomley,Con,05/03/2014,Francis Report,"After changing how they worked, nurses spent 90% of their time with patients.",0,3
2959159,text1524624.1,3113203,Penny Mordaunt,Con,12/03/2014,Rail Franchise Agreements,On the London-Portsmouth line the discomfort debate centres on the vexed matter of the blue 450 Desiro carriages.,0,10
2979527,text1527079.1,3135094,Caroline Spelman,Con,20/03/2014,Women's Contribution to the Ordained Ministry (Church of England),It must therefore accept that its own decision on gender in the ministry is set within a broader process of discernment within the Anglican communion and the whole Church of God.,0,2
text1439757.1,NA,116909,Geraint Davies,Lab,06/02/2013,National Assembly for Wales,"It is a shame there is no one from Ukraine present to speak up for themselves-no disrespect to Ukraine, but that matter could be taken up in another place, namely Ukraine.",0,19
text1364684.1,NA,84890,Chris Grayling,Con,01/02/2012,Welfare Reform Bill,We expect that around 90% of those who presently receive ESA on youth grounds will be eligible for income-related ESA.,0,13
text1259074.1,NA,42512,Sadiq Khan,Lab,01/11/2010,Parliamentary Voting System and Constituencies Bill,"Gentleman not what I think, but what assistant commissioner Nicholas Elliot QC concluded after he had heard evidence from political parties.",0,20
text1308445.1,NA,63648,Cheryl Gillan,Con,11/05/2011,Devolution Funding [Oral Answers to Questions > Wales],"I cannot guarantee that that will fall within the scope of the Calman-like process, but I assure him that I will take into consideration any representations that he or any other Member wishes to make to the Wales Office.",0,21
text1420803.1,NA,108264,Martin Horwood,LibDem,27/11/2012,European Union (Croatian Accession and Irish Protocol) Bill,It is a matter of pride that Croatia is taking its place in that process.,1,19
text1424319.1,NA,110050,Eilidh Whiteford,SNP,06/12/2012,Fisheries,"If fishermen have no quota to land that cod, it will end up back in the sea.",0,4
text1485071.1,NA,135969,Nia Griffith,Lab,15/10/2013,Welsh Assembly Legislation (Attorney-General),Friend the Member for Ogmore (Huw Irranca-Davies) spoke about the preparation that was done to allow the Agricultural Wages Board to remain in Wales.,0,21
25866,text1151720.1,27318,Philip Hollobone,Con,21/01/2009,Small Business Assistance,This is because they have no profit!,0,15
46164,text1153952.1,48469,Ann Winterton,Con,29/01/2009,Armed Forces Personnel,That role should be recognised and taken fully into consideration by the MOD.,0,16
244914,text1174979.1,255229,Jeremy Browne,LibDem,13/05/2009,Finance Bill,"If it is pressed to a Division, my party will support it.",0,15
395856,text1191067.1,412495,David Miliband,Lab,12/10/2009,Libya,I can certainly assure the hon.,0,19
441851,text1196390.1,460394,Andy Burnham,Lab,29/10/2009,Social Care Green Paper,We have to take a view across the entire population and to consider what will be fair to all generations and sustainable in the long term.,0,13
489728,text1201710.1,510658,Michael Meacher,Lab,26/11/2009,"The Economy and Business, Innovation and Skills",I completely agree.,0,1
562622,text1210079.1,587235,Pat McFadden,Lab,14/01/2010,"Topical Questions [Oral Answers to Questions > Business, Innovation and Skills]","That is why we have given it support, and why I am so disappointed that the hon.",0,20
765218,text1233470.1,799548,Karen Buck,Lab,15/06/2010,Gaza,"Between May and June, only one quarter of the quantity required to operate it at full capacity was allowed through.",0,19
887619,text1249045.1,926575,James Brokenshire,Con,09/09/2010,Controls on Legal Highs,I assure the hon.,0,99
1151636,text1285497.1,1206054,Nick Herbert,Con,02/02/2011,Police Funding (Devon and Cornwall),"In fact, that argument is a complete red herring.",0,12
1205229,text1292767.1,1262054,Priti Patel,Con,02/03/2011,HM Revenue and Customs,Those unreasonable actions defy common sense and undermine how HMRC operates and the tax system.,0,1
1244669,text1298212.1,1304144,David Heath,LibDem,17/03/2011,Bill of Rights,It was there; I assure him.,0,99
1311527,text1306650.1,1374336,James Paice,Con,03/05/2011,NA,"I gather that it has picked up again to about 75% of its price before the disease�s outbreak, but I recognise fully that it is an issue.",0,3
1370922,text1314026.1,1436799,Edward Davey,LibDem,09/06/2011,"Topical Questions [Oral Answers to Questions > Business, Innovation and Skills]",I assure the hon.,0,99
1394261,text1317107.1,1460822,Eric Pickles,Con,20/06/2011,Senior Pay (Local Government) [Oral Answers to Questions > Communities and Local Government],"In my view, that is certainly a very good start.",0,5
1409866,text1319399.1,1477443,Nia Griffith,Lab,23/06/2011,Wild Animals (Circuses),They do not need to see cruelty to animals in the circus.,0,4
2115523,text1415060.1,2220520,David Ruffley,Con,05/11/2012,Growth and Infrastructure Bill,I am very relaxed about it.,0,14
2458919,text1459370.1,2584447,Richard Benyon,Con,16/05/2013,"High Speed 2 [Oral Answers to Questions > Environment, Food and Rural Affairs]",This will help HS2 Ltd better to understand the impacts of the scheme on farmers in my hon.,0,10
2474580,text1461743.1,2600807,Michael Crockart,LibDem,04/06/2013,Energy Bill,I have talked to small generators-new entrants to the market.,0,8
2764550,text1499940.1,2906849,Justin Tomlinson,Con,28/11/2013,Retail and the High Street,"The issue is not all about traditional bricks and mortar, and a fair system should recognise that.",0,14
2851197,text1510893.1,2998442,William Hague,Con,21/01/2014,Geneva II Summit [Oral Answers to Questions > Foreign and Commonwealth Office],"Realistically, we are starting a process; it is important that a political process is started and then pursued.",0,19
2858567,text1511775.1,3006125,Sajid Javid,Con,22/01/2014,Money Transfer Accounts and  Remittance Sector,I assure hon.,0,15
2975959,text1526645.1,3131413,Priti Patel,Con,19/03/2014,Newspaper Supply Chain,I completely agree.,0,99
2990016,text1528397.1,3146257,Barry Gardiner,Lab,26/03/2014,Energy Markets (Competition),"”, and asked us to produce it.",0,8
3089415,text1541020.1,3252789,Andrew Griffiths,Con,17/06/2014,Organ Donation Register,I completely agree with the hon.,0,3
3326637,text1571146.1,3504847,Steve Brine,Con,02/12/2014,Wessex Route Study (Passenger Capacity),"He said, “This is not news, Mr Brine,” and I completely agree.",0,10
text1233446.1,NA,34304,Chris Bryant,Lab,15/06/2010,UK Parliamentary Sovereignty  and the EU,"We want Romania and Bulgaria to be members of the Union, but at the moment I can see no prospect of allowing Romanians and Bulgarians to work in the UK.",1,19
text1190822.1,NA,16473,Daniel Kawczynski,Con,21/07/2009,European Union,"Friend the Member for Rayleigh becomes a Minister, we can give Gibraltar an assurance that it will always be British and that we are proud to have it as part of our family.",1,19
text1232098.1,NA,33732,Richard Shepherd,Con,09/06/2010,Identity Documents Bill,"I come from the west midlands, which includes Coventry and Birmingham, and other Members represent other industrial centres around this island that were bombed.",0,20
text1252969.1,NA,40418,Vincent Cable,LibDem,14/10/2010,"Topical Questions [Oral Answers to Questions > Business, Innovation and Skills]","In recent times, I have met Opposition Members from the west midlands who were concerned about the car industry and others who were concerned about ceramics.",0,15
text1261946.1,NA,43863,Stella Creasy,Lab,09/11/2010,Consumer Credit Regulation,"In Ireland, 50% of the population are members of a credit union.",0,15
text1282948.1,NA,53011,James Gray,Con,26/01/2011,The Army and RAF Lyneham,"The MOD has been instructed to bring 15,000 soldiers in total back from Germany and it is currently considering what to do with them.",0,16
text1336870.1,NA,72823,Lilian Greenwood,Lab,18/10/2011,Pensions Bill [Lords],The women like Lorraine who have written to me do not disagree-they understand that they may need to work longer-but they think that they should pay a fair share.,0,5
text1352488.1,NA,79577,Phil Wilson,Lab,06/12/2011,The Economy,"As a Member of Parliament for the north-east of England, I know that unemployment in the north-east is 11.6%-the highest in the country-the average wage is just over £19,000 a year, and the average house price is £144,000.",0,1
text1352718.1,NA,79713,Ian Austin,Lab,06/12/2011,Police Stations (Overnight Staffing),"I am grateful to have the opportunity to ask the Minister a series of questions about the proposed evening closure of Dudley police station, and, as we can see from the presence of other Labour Members, other stations in the west midlands.",0,12
text1367769.1,NA,85844,George Young,Con,09/02/2012,Business of the House,I pay tribute to what the Mayor of London has done in his first term.,0,20
text1393954.1,NA,96264,Chris Grayling,Con,25/06/2012,Jobseeker Training [Oral Answers to Questions > Work and Pensions],"Friend the Member for South Holland and The Deepings (Mr Hayes), at the Department for Business, Innovation and Skills to discuss provision for the unemployed.",0,5
text1419653.1,NA,107447,Julian Huppert,LibDem,22/11/2012,Workplace Diversity [Oral Answers to Questions > Women and Equalities],Women are routinely paid less than men-15% less on average nationally; 23% less in London.,0,2
text1423571.1,NA,109657,Hazel Blears,Lab,05/12/2012,Internships (Advertising and Regulation),"In France, work experience is limited to eight weeks, after which there is a trigger whereby a person automatically becomes an intern and is paid accordingly.",0,5
text1426439.1,NA,110988,Caroline Lucas,GPEW,13/12/2012,Animal Welfare (Exports),"Earlier this year, a report by the EU's food and veterinary office identified a number of serious animal welfare problems in Dutch slaughterhouses.",1,4
text1428395.1,NA,111752,Bob Blackman,Con,20/12/2012,HEALTH [Christmas Adjournment],"He continued by assuring the House that:“The Insolvency Service, an Executive agency of BIS, already monitors compliance by insolvency practitioners”.- The overall benefits of pre-pack sales are doubtless genuine and substantial.",0,13
text1432130.1,NA,113733,Steve McCabe,Lab,16/01/2013,Fuel Poverty and Energy Efficiency,"Nearly 200 jobs have gone in the west midlands, and about 100 people have been given notice of redundancy.",0,5
text1459101.1,NA,125297,Edward Balls,Lab,15/05/2013,Economic Growth,"I have just explained that we do not support the idea of legislating now for a referendum four years ahead, for precisely the reasons that the Engineering Employers Federation, London First and Lord Heseltine have set out and I have set out in our amendment, as have my colleagues.",0,1
text1460676.1,NA,125835,Tony Baldry,Con,21/05/2013,Marriage (Same Sex Couples) Bill,"It is a matter of some concern that at no time have the official Opposition, who have adopted the new clause-it has not been moved by a Back Bencher; it has been proposed by a member of the shadow Front-Bench team-sought to consult the Church of England or other faith groups, as the hon.",0,2
text1476375.1,NA,133159,Michael Dugher,Lab,17/07/2013,Paid Directorships and Consultancies (MPs),"Member for Birmingham, Yardley (John Hemming) talked about simply popping off to London Bridge for a few hours to do a bit of work and bemoaned the creation of a political class, which was exactly the same argument raised in 1911 when it was decided to pay MPs in the first place.",0,5
text1481751.1,NA,134824,Jonathan Djanogly,Con,11/09/2013,"Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Bill","Are we concerned about the validity of strike ballots where key public services, such as London trains, are disrupted by a simple majority of an overall minority of members voting?",0,5
text1506021.1,NA,144690,Douglas Carswell,Con,19/12/2013,Immigration (Bulgaria and Romania),"If we were outside the EU, like Switzerland, where one in five members of the labour force is a non-Swiss national, we could benefit from all the advantages of labour mobility and have all the necessary requirements to control it.",1,5
102456,text1160150.1,107037,Sarah McCarthy-Fry,Lab,03/03/2009,Primary School Places (London),"Discussions are ongoing, and we are awaiting data to show where the shortage of places is.",0,6
166795,text1167117.1,174306,Philip Davies,Con,27/03/2009,Royal Marriages and Succession to the Crown (Prevention of Discrimination) Bill,I agree.,0,99
318126,text1182098.1,331551,Annette L Brooke,LibDem,19/06/2009,Autism Bill,"Members have mentioned Jobcentre Plus, and it is my experience that even when a young adult is provided with a contact at Jobcentre Plus who is said to have had the relevant training, communication is still difficult-that is probably the politest way to put it-for whatever reason.",0,3
345766,text1185302.1,360151,Sarah McCarthy-Fry,Lab,01/07/2009,Saving Gateway Accounts Bill,Gentlemen for the amendment.,0,99
649672,text1220706.1,678480,Tony Wright,Lab,02/03/2010,Constitutional Reform and Governance Bill,"I am about to become what we like to call “an ordinary person” and, as such, my view of these matters is liable to be quite different from the one that I have as the single Member for my constituency sitting in this place.",0,20
715176,text1228178.1,747002,Chris Bryant,Lab,06/04/2010,Chagos Islands,"Gentleman asked some specific questions, including about what consultations and discussions there were with Mauritius.",0,19
