date,debate_subject,speech_id,speaker_id,speaker_name,speaker_party,speaker_role,chair,text,words
2020-05-11,Covid-19,b63.0,uk.org.publicwhip/person/25489,Gill Furniss,Labour,"Shadow Minister (Business, Energy and Industrial Strategy) (Steel, Postal Affairs and Consumer Protection)",0,"I start by paying tribute to all our key workers.
They are the best of us, and I hope that we will repay their courage and dedication to our country.
I have heard from parents and schools that they have experienced issues with the free school meal voucher scheme.
Many either have not received those vouchers or have been unable to redeem them, despite the scheme having been launched more than six weeks ago.
Edenred, the contractor, has processed just 20% of the £234 million budget of the scheme, which has only a few weeks left.
At Firth Park Academy, a secondary school in Sheffield, Brightside and Hillsborough, 488 students—almost 40% of all students—are eligible for the scheme.
As of last week, none of those children had received or been able to redeem their vouchers.
A primary school in my constituency has had similar issues.
It waited such a long time for the vouchers to come through and was so concerned about pupil welfare that it spent £3,000 to secure vouchers itself.
Schools have tried repeatedly to contract Edenred, with one even offering staff to help process applications.
Schools
Week reported that Edenred was aware of the vast scale of the task at hand when it tendered for the contract, making it more baffling that it was so unprepared.
Urgent intervention is needed to address this gross injustice and ensure that none of those eligible for free school meals goes hungry any longer.
I also want to highlight the challenges faced by women during and after the covid-19 outbreak.
Women make up a huge proportion of those in care and nursing roles—those at the frontline of this crisis.
We have seen that even as those women battle to provide care under the hardest circumstances, their pay is often among the lowest in society.
I have also heard from many women who work in the childcare sector.
They have become increasingly concerned about the future of their employment, particularly following the withdrawal of funding that was initially promised to childcare providers by the Government.
That not only concerns those employed in that sector but adds to the pressure on key workers, who may now fear they will be left without childcare.
Many care and childcare providers face bankruptcy as costs rise, leaving these women fearing for their own economic future.
Assurances must be given that no woman should lose her job due to the covid-19 pandemic.
The true impact of this crisis cannot be fully understood until the Government have undertaken a comprehensive gender impact assessment to ensure that women are not left behind as a result of the economic impact of the covid-19 outbreak.
My constituent, Lisa Fish, is classed as a vulnerable person.
Her family have taken all the steps to shield her from the virus.
The Prime Minister’s statement last night offered them no clarity, but it did cause them extreme distress.
It is essential that the Government make their intentions crystal clear so that the public fully understand what is expected of them and to ensure that we keep people safe.
This virus is not of our making, but it is within our power to respond in a way that protects the most vulnerable in our society.",2336
2020-05-11,Covid-19,b65.0,uk.org.publicwhip/person/25166,Stephen Doughty,Labour,shadow minister,0,May I first associate myself with the sincerely meant comments from those on both Front Benches about the devastating loss of life and about the incredible work of our NHS and social care workers?,34
2020-05-11,Covid-19,b72.0,uk.org.publicwhip/person/11374,Sammy Wilson,DUP,"Shadow DUP Spokesperson (Work and Pensions), Shadow DUP Spokesperson (Treasury), Shadow DUP Spokesperson (Brexit)",0,"May I, on behalf of my party, express our sympathies to those who have lost loved ones during this health crisis, and to those in the health service who have, manfully and womanfully, worked hard to ensure that lives are saved?
We welcome the Government’s measures, and the announcements made in the Chamber today and by the Prime Minister last night.
It is, of course, very difficult to balance the economic needs of the country with the imperative to safeguard people’s health.
With hindsight, many people might criticise some of the things that the Government have done, but I believe that the decisions that were taken have had success in reducing the death toll and helping many businesses to survive, and we welcome many of the measures to be introduced.
I believe that dealing with the virus and how we get out of lockdown should be approached on a UK-wide basis.
Of course there are going to be different nuances and conditions in different regions of the United Kingdom.
For example, in Northern Ireland we have a different school year from other parts of the United Kingdom, so some of the education measures may well be different.
The peak of the virus is also different in different regions, so that may lead to different timings.
Nevertheless, a UK-wide approach is important.
A number of Members have already mentioned the fact that we share a common border with the Irish Republic.
Surprisingly, despite the Good Friday agreement and the emphasis that the Irish Government have placed on it, at every step of this crisis they have not consulted the Administration in Stormont.
When they had the lockdown, they did not consult.
When they relaxed some of their measures, they did not consult.
They are even taking a different approach to quarantining people who come in from outside Ireland and would eventually finish up in the United Kingdom.
I think it is important that we have a UK-wide approach.
We appreciate the co-operation that there has been on a weekly basis with the Administration in Stormont by Westminster.
Looking forward is the important thing, because many businesses are concerned about what happens when the lockdown stops and this situation finishes.
We see a number of issues.
First, there has to be no cliff edge, but a tapering of the job retention scheme, which has been so vital to ensuring that workers have some money on which they can live and that employers do not have to lay off vital workers and then have to recruit them again.
Secondly, various sectors of the economy have been hit far more than others.
Tourism in Northern Ireland is an important sector of the economy, and it will take some time for it to ramp up.
It is important that we look at sectoral support.
Thirdly, many companies have already taken on additional debt through the bounce back loans and the coronavirus business interruption loan scheme, but they are debt-heavy, and there needs to be some reconsideration of how that leverage is reduced and debt replaced with equity.
The banks have an important role to play in that, and I hope the Government will work with the banks.
It is important that we work our way out of this together.
I will finish, because I see you are rising to your feet, Madam Deputy Speaker.
More than 90 minutes having elapsed since the commencement of hybrid proceedings, the Deputy Speaker brought them to a conclusion (Order, this day).",2068
2020-05-11,Covid-19,b76.1,uk.org.publicwhip/person/25820,Munira Wilson,Liberal Democrat,"Liberal Democrat Spokesperson (Transport), Liberal Democrat Spokesperson (Health and Social Care)",0,"History will judge us by how we treat the most vulnerable and poorest in our society during this pandemic.
Today, the Office for National Statistics revealed that the lowest paid people are disproportionately more likely to die from covid, and among them, careworkers are twice as likely to die, compared with NHS workers.
We know that there have been at least 6,600 deaths in care homes since the start of this pandemic, and it has become clear that the social care sector has been something of an afterthought in the Government’s pandemic planning.
The Prime Minister has acknowledged that there is an epidemic in care homes, and we must not forget the hundreds of thousands of people who receive care in their own homes, some of whom will have died from covid and will be lost in the community statistics.
We are talking about individuals of all ages who may be frail, have complex conditions, and significant needs.
We are talking about staff who are often forced to work on the national minimum wage, and with zero-hours contracts and only statutory sick pay.
On 11 March I asked the Secretary of State for Health and Social Care whether he would be issuing personal protective equipment to social care workers, he said“we are taking that into account”.
Staggeringly, it took until 15 April and thousands of deaths before he announced a plan to tackle coronavirus in the social care sector, including measures for getting PPE to providers.
In the meantime, councils and providers struggled every day to get hold of it.
With domiciliary care staff visiting many different households in a day, and residential care staff often working in more than one setting, that delay in getting vital equipment to the frontline has undoubtedly cost lives.
What assurances can the Minister provide that all social care providers now have access to the protective equipment they need to keep their staff and clients safe?
It is welcome that provision has been expanded to ensure that all those working and residing in care homes are able to access testing.
On 23 March, I raised in the House the dangers of discharging patients from hospitals into care homes without testing, but policy change came far too late.
The long delay in access to testing enabled the virus to enter care homes with a lethal impact, spreading like wildfire.
It has been reported that some care staff do not wish to take a test because they are concerned about the financial impact of taking time off work.
Statutory sick pay is simply not enough to survive on, and it must be addressed urgently.
We must not overlook the impact of the crisis on the wellbeing of care staff, many of whom are experiencing things they have never been trained for.
Some fear that they are being blamed for the spread of the virus, and some that they may suffer from post-traumatic stress disorder at a later date.
What measures will be available to support their mental health?",1839
2020-05-11,Covid-19,b94.0,uk.org.publicwhip/person/24742,Alex Cunningham,Labour,shadow minister for courts,0,"I could have addressed many issues in this speech, among them the grief in my own community, the plight of child nurseries that face bankruptcy, small businesses that do not qualify for any support, individuals who have been caught between jobs and are not being furloughed, the hunger of children across the country because the Government refuse to issue school meal vouchers during the Whitsun holidays, or the fear of families with relatives in care homes.
But I have opted to talk specifically about health, because of the disproportionate effect the coronavirus has on communities like mine.
I pay tribute to all the key workers who look after us every day.",333
2020-05-11,Covid-19,b96.0,uk.org.publicwhip/person/25433,Rachael Maskell,Labour,Shadow Secretary of State for Employment Rights,0,"In opening, let me send my heartfelt condolences to all those who have lost family members at this difficult time.
The complications of isolation make bereavement more challenging, and I pray that all can find peace, as they work through their pain of loss.
Again and again, we are struck by the professionalism, care, compassion, courage, commitment and love of our NHS and care staff.
They have gone beyond their duty to serve us, as have so many frontline workers, ensuring that the nation is fed, supported and cared for.
I know, in York, of the sacrifices that have been made by so many and thank all workers and volunteers for each act of kindness that they have shown during this crisis.
I want to raise one issue on the behalf of those workers before moving to my main contribution.
In November 2014, following the Francis report into the serious issues uncovered at Mid Staffordshire hospital, the duty of candour was introduced.
If healthcare workers are to be safe, we need to ensure that there is a place where all can safely raise concerns, and that those concerns are responded to.
The duty should extend to all.
I know that concerns have been raised by careworkers in my constituency and yet they have not been addressed.
Access to PPE is one such example.
Employers, local resilience forums and, yes, Government need to be honest in their response to the challenges that are presented, and mitigation must be put in place to protect workers.
Last night, the nation was thrown into confusion, but I believe the Prime Minister was clear: he was shifting risk from the state to individuals and businesses.
That is unacceptable when dealing with such a dangerous virus.
Today, I want to raise two major issues missing from the Government’s strategy.
To mitigate the worst aspects of the pandemic, we need better data and we need a risk analysis.
The data is scant and the risk analysis absent.
As covid-19 will be prevalent until a vaccine is administered, the right data needs collecting now.
I have two brief examples.
We receive hospital mortality figures and, latterly, figures for care homes.
However, if we are looking into infection control, it is not the location of death that is important, but the location of infection.
How many covid-positive hospital admissions originate from care homes, how many have been infected in hospitals, and then how have many died?
Clearly, infection data, not just mortality data, must be shared.
We need data to expose where risk resides.
How do the infections and deaths of so many people align with protected characteristics and underlying health conditions?
If they do align, with which ones, and what about socioeconomic circumstances?
Data needs to be granulated, so that risk is understood and mitigated.",2901
2020-05-11,Covid-19,b98.0,uk.org.publicwhip/person/25801,James Murray,Labour,opposition whip,0,"It is the first responsibility of Government to keep people safe and during this crisis that responsibility is acute.
What the Government say and do each day has profound consequences, whether that is being too slow with lockdown measures and PPE, or creating confusion with ill-considered announcements.",96
2020-05-11,Covid-19: Strategy,b27.1,uk.org.publicwhip/person/25353,Keir Starmer,Labour,Shadow Secretary of State for Exiting the European Union,0,"I thank the Prime Minister for the advance copy of his statement, and for the advance copy of the Command Paper that his office sent through an hour or so ago.
I also thank him for taking time to speak to me and to other Opposition leaders yesterday before his speech.
I start by acknowledging just how difficult are the decisions that now fall to be taken.
We do recognise how difficult they are.
At this time, the country needs clarity and reassurance, and both are in pretty short supply.
The heart of the problem, it seems, is that the Prime Minister made a statement last night before the plan was written, or at least before it was finalised, and that has caused considerable confusion.
Yesterday afternoon, a No. 10 press release said:“Anyone who can’t work from home, for instance those in construction and manufacturing, should be actively encouraged to go to work”.
It was understood from that that today was the start date, and that that was for construction and manufacturing.
A few hours later, the Prime Minister made his statement, and there was no express reference to timeframe.
Today, page 25 of the Command Paper states that these policy changes apply from Wednesday, and the list has been expanded from construction and manufacturing to other sectors.
Now we have a start date of Wednesday and a wider range of sectors to go back to work on Wednesday; so far, so good.
One of the key issues is whether there will be guidelines in place to ensure the safety of the workforce.
Those guidelines were being consulted on last Sunday, but they were vague and had big gaps.
Under protective equipment, it just said, “To be inserted” or, “To be added”.
The document that I have now seen says that“workplaces should follow the new ‘COVID-19 Secure’ guidelines”,which I assume are the same guidelines, as “soon as practicable”, but on page 22 the document states that they will be released later this week.
So, we know that some people are going back to work on Wednesday, but the guidelines have not been published and they will apparently be released later this week.
I ask the Prime Minister: will the safety guidelines be ready for Wednesday?
Realistically, that means tomorrow, if workplaces are to be ready for Wednesday morning.
If not, is he seriously asking people to go back to work without the guidelines?
Have the guidelines been agreed with businesses and trade unions, as was being attempted a week ago on Sunday, and do they apply only in England?
I turn to getting to work, which has been another issue of some concern.
The Prime Minister said last night that people should not rely on public transport.
The Command Paper, at page 26, says that“the Government is working with public transport providers to bring services back towards pre-COVID-19 levels as quickly as possible”—bringing services back to their old levels—and it says:“Social distancing guidance on public transport must be followed rigorously”.
That means ramping up the service, with new guidelines for social distancing, but we learn from page 26 that unfortunately those guidelines are not ready; they are coming later in the week.
Are they coming tomorrow, to be ready for Wednesday, or are they coming later in the week?
If it is the latter, people will be using public transport and operators will be required to operate to guidelines that do not yet exist.
Will that be for England only, and have those guidelines been agreed with the transport providers and the relevant trade unions?
I have one other point about work.
There is a real concern, which the Prime Minister might be able to clarify, for those who have childcare responsibilities.
With schools not going back until June—I understand the conditionality behind that—should those people go back to work on Wednesday, or not?
They are in a quandary as to what to do.
I turn to international travel.
Last night, the Prime Minister said in his speech that he proposed to impose quarantine on people coming into the country by air.
Given that 100,000 people have arrived in the UK since the start of lockdown, why is that only being introduced now?
Is it only for those arriving by air?
The Command Paper now says that it is for “all international arrivals”.
Does that mean all ports, and, again, is that for England or the UK?
The Command Paper goes on to say that these “international travel measures”—the quarantine—will not come into force on Wednesday, unlike the other policy changes,“but will be introduced as soon as possible”.
When is that going to be?
The Prime Minister said that we would be“driven by the science, the data and public health.
”
What is the scientific evidence for the public health basis behind the measures that have been announced and the “Stay Alert” message?
Finally, the Prime Minister will know that there is not consensus on messaging or policy between the UK Government and those in Wales, Scotland and Northern Ireland.
I know that is not something he wanted to see, but we are now in that position.
That raises serious concerns and a real danger of divergence.
Again, this is clear from the document that he provided to me an hour or so ago.
Page 27 says that travel to outdoor spaces is now permitted “irrespective of distance”, but that we must“respect the”—different—“rules in Scotland, Wales and Northern Ireland”.
Does that mean one could travel to the border but not, presumably, beyond it, where there are differences?
That makes enforcement extremely difficult and clarity really difficult, so what can we do—what can he do—to make sure that we exit lockdown as one United Kingdom, just as we entered it?
There are lots of questions, but so far precious few answers.
The country does need clarity on this and people need reassurance above all else.
They need it in the next 48 hours, so can the Prime Minister now please provide that clarity?",5580
2020-05-11,Covid-19: Strategy,b31.1,uk.org.publicwhip/person/25361,Ian Blackford,Scottish National Party,SNP Westminster Leader,0,"It is obvious that the past 24 hours have spread confusion, yet today the public desperately need to be given clarity.
.
Lives are at risk, so political judgments and verdicts on this weekend’s chaos will have to wait for another day.
I respect the right of the Prime Minister to make judgments on the basis of his scientific advice.
I hope he is right in the determinations he is making, and that, crucially, if evidence suggests an increase in the R-rate, he will be prepared to act accordingly.
We need to be guided by one clear understanding, which is that mixed messaging risks lives.
In order urgently to re-establish clarity, I wish to ask the Prime Minister five specific questions, and I genuinely urge him to provide five clear answers.
For clarity, will the Prime Minister confirm that he accepts and respects that in the devolved nations, the advice clearly remains, “Stay at home, protect the NHS and save lives”, and that it is the legal right of all the First Ministers to set their approach for Scotland, Wales and Northern Ireland?
In terms of the new slogan, last night the Prime Minister said:“I have consulted across the political spectrum, across all four nations of the UK.
”Can the Prime Minister therefore explain why his Government did not share his new slogan with the devolved Administrations, leaving them to learn of the change in the Sunday newspapers?
Further to that, will he commit not to deploy this new slogan in Scotland, Wales and Northern Ireland unless the devolved Governments decide otherwise?
On quarantining following travel, when will these quarantine measures come into force, and can the Prime Minister confirm whether his own Transport Secretary has told airline industry leaders that if there are too many obstacles in implementing it, it may not even happen?
Finally, for ultimate clarity, will the Prime Minister reaffirm for the public and businesses in Scotland that the advice that they should follow will come directly from the Scottish Government, and is not the advice that he gave in last night’s broadcast?",756
2020-05-11,Covid-19: Strategy,b32.3,uk.org.publicwhip/person/10155,Edward Davey,Liberal Democrat,"Liberal Democrat Spokesperson (Treasury), Liberal Democrat Spokesperson (Social Justice), Acting Leader, Liberal Democrats",0,"Throughout this crisis, many of us have put party politics aside to support the national effort to defeat coronavirus and we want to keep doing that, not least because the British people have sacrificed so much already,
but in return, the Government must be clear with the British people and reassure us that Ministers are following the science and the advice of independent experts.
So will the Prime Minister confirm new reports that neither the chief medical officer nor the chief scientific adviser signed off yesterday’s shift in the public health message from “Stay at home” to “Stay alert”?",161
2020-05-11,Covid-19: Strategy,b33.0,uk.org.publicwhip/person/25302,Liz Saville-Roberts,Plaid Cymru,"Plaid Cymru Westminster Leader, Shadow PC Spokesperson (Home Affairs), Shadow PC Spokesperson (Justice), Shadow PC Spokesperson (Women and Equalities) , Shadow PC Spokesperson (Business, Energy and Industrial Strategy)",0,"I understand the sense of optimism that the Prime Minister wishes to convey, and I understand that people need hope, but we must not forget that more than 31,000 people are dead, so for the hundreds and thousands of grieving families this does not feel like victory in a fight.
There is now a three nations approach: Wales, Scotland and Northern Ireland all agree on policy and message.
I mean this with no malice, but for the sake of clarity, can the Prime Minister confirm that on almost everything he has announced today he is acting as the Prime Minister of England?",154
2020-05-11,Covid-19: Strategy,b33.4,uk.org.publicwhip/person/13852,Ian Paisley Jnr,DUP,"Shadow DUP Spokesperson (Communities and Local Government), Shadow DUP Spokesperson (Culture, Media and Sport)",0,"I thank the Prime Minister for his statement.
Can he assure the House that the Government will carefully manage the economy off the job retention scheme so that there is no cliff edge for the sectors he has mentioned?
In hospitality and tourism, 16,000 people in Northern Ireland potentially face redundancy in a month’s time.
That has to be carefully managed.
Will he also protect Northern Ireland airports from unfair competition in the Republic of Ireland?",380
2020-05-11,Covid-19: Strategy,b34.2,uk.org.publicwhip/person/24807,Chi Onwurah,Labour,"Shadow Minister (Department for Business, Energy and Industrial Strategy) (Industrial Strategy)",0,"The north-east has the highest coronavirus infection rate in the country and some of the highest levels of deprivation, with areas where coronavirus mortality is twice that in the least deprived areas.
Now the Prime Minister is telling those who cannot work from home—mainly those in lower-paid, manual and people-facing jobs—to get back to work without transport, childcare, PPE or proper protections for workers in place, putting more risk on those already at risk.
Will he say clearly that, first and foremost, everyone has a duty and a right to stay safe—yes or no?",300
2020-05-11,Covid-19: Strategy,b35.3,uk.org.publicwhip/person/25382,Drew Hendry,Scottish National Party,"Shadow SNP Spokesperson (Business, Energy and Industrial Strategy)",0,"Reports in the press say that the Prime Minister’s Government are preparing to cut the rate of support under the furlough scheme by a quarter.
Can he assure us that this is not the case and that his advice for people to return to work is not an excuse for reduced spending on public health?",110
2020-05-11,Covid-19: Strategy,b38.0,uk.org.publicwhip/person/25306,Chris Stephens,Scottish National Party,Shadow SNP Spokesperson (Fair Work and Employment),0,"I hope the Prime Minister will join me in thanking the civil service, particularly employees in HMRC and DWP who are processing payments.
They deserve a reward, so will the Prime Minister follow the lead of the Scottish Government and have an interim above-inflation pay settlement and place a moratorium on job cuts and office closures?",114
2020-05-11,Covid-19: Strategy,b40.2,uk.org.publicwhip/person/25901,Daisy Cooper,Liberal Democrat,"Liberal Democrat Spokesperson (Justice), Liberal Democrat Spokesperson (Digital, Culture, Media and Sport)",0,"The Prime Minister has set out five tests that underpin the alert system, but there is one big problem.
While the Government have told us how many pieces of PPE they have procured, how many tests they have undertaken and how many temporary hospital beds they have created, to date they have not once told Members or the public how those numbers compare with what we actually need.
Will the Prime Minister report to the House openly and regularly on both sets of data—what we have and what we need—and also set out how those metrics will inform his decision—",306
2020-05-11,Covid-19: Strategy,b41.2,uk.org.publicwhip/person/25270,Chris Law,Scottish National Party,Shadow SNP Spokesperson (International Development),0,"The Secretary of State for Housing, Communities and Local Government said yesterday:“Stay alert will mean stay alert by staying home as much as possible”.
However, this morning, the Prime Minister’s deputy, the Foreign Secretary, said that people can travel as far as they want for exercise and can meet other people in public places if they use some common sense.
Can the Prime Minister tell me what “stay alert” actually means?
Where is the common sense in no longer keeping our families and communities safe by staying at home, protecting the NHS and saving lives?",384
2020-05-11,Covid-19: Strategy,b42.1,uk.org.publicwhip/person/24905,Bill Esterson,Labour,"Shadow Minister (Business, Energy and Industrial Strategy), Shadow Minister (International Trade)",0,"People are worried about going back to work, about their safety and about infecting their loved ones.
They do not understand why guidelines were not published before they were told to go back to work, and the Prime Minister’s ambiguity and lack of clarity have just made matters worse.
Will he take on board the concerns voiced by unions, workers and employers?
Will he tell us how he will enforce those guidelines to keep people safe?
Will he say how workers will be able to voice their concerns about their safety at work?",465
2020-05-12,Covid-19,d179.0,uk.org.publicwhip/person/24775,Yasmin Qureshi,Labour,Shadow Minister (Justice),0,"Last week, I held a roundtable with small businesses, facilitated by the Federation of Small Businesses.
A number of issues arose.
On nurseries, Miss Houghton, who owns Highmeadows nursery in Bolton, has not been able to access the £10,000 rates relief because the rates on her business premises are too high, although it is in fact a small business.
Nurseries cannot access the £25,000 grant that is available for those in the retail and leisure sector.
They cannot furlough their employees, as the Government have said that as they receive state funding, they must use that money.
The Early Years Alliance says that one in four nurseries will go out of business in the foreseeable future, which is a real shame.
We rely on key workers to be able to go out to work and we need to ensure that their children are safe and being looked after.
Wales has given nurseries 100% rates relief, and I believe we should have that in England as well.
Another issue that arose was for those who rent serviced offices.
They are not able to get the rates assistance that other people that are in their own physical building can.
That is particularly unfair for small businesses and new start-ups, which often use serviced offices.
Sole-person limited companies are another issue.
Many are self-employed people who put money into their business, and pay themselves through dividends.
Under the scheme for the self-employed, the income that they receive through dividends cannot be counted so they are not able to take advantage of the security available for self-employed people.
Will the Government reconsider and allow dividends received through their companies as salary?
My hon. Friend the Member for Leicester East (Claudia Webbe) wrote to the Chancellor about the Asian wedding and hospitality industry, which is worth about £3 billion.
It has its own unique challenges, because Asian weddings tend to be very big.
To date, it seems that many of those businesses have not been able to get any assistance from the Government’s aid programmes.
I ask the Chancellor and the Prime Minister—anybody who is listening today —to please ensure that the hospitality industry is funded, and in particular the Asian wedding industry.
I have received emails from people who work as freelancers for the BBC on the pay-as-you-earn system.
They are not being furloughed and they cannot get self-employed benefits either, because they are not self-employed.
They are caught between the two.
Will the Government look at that issue again and ensure that they are properly looked after?
Recently, the Government have said that where the person who owns a premises is claiming rate relief, but the small businesses that operate within that large premises are not, local authorities should perhaps use some of their surpluses to pay and to help those people, but no guidance has been issued.
It would be great to have guidance on that as soon as possible.
Many people have fallen into a trap and are not able to be helped by the various Government schemes, so will the Chancellor or the Business Secretary join in a roundtable discussion with my constituents, in order to hear from small businesses and people who are working but who have now lost their income—",2123
2020-05-12,Covid-19,d182.3,uk.org.publicwhip/person/25293,Neil Gray,Scottish National Party,Shadow SNP Spokesperson (Work and Pensions),0,"Thank you, Mr Deputy Speaker.
I start by paying tribute to all those who are working on the frontline in the battle against this virus.
In my area of Airdrie and Shotts, they are the fantastic staff of NHS Lanarkshire, North Lanarkshire Council and other key workers who have been doing the essential work to keep us all safe and well, and also the many wonderful community groups that are doing what they can to help others.
I pass on my condolences to all those in Airdrie and Shotts who have lost friends and family to covid-19.
Some of the issues I wish to discuss today have emerged since the lockdown.
The first is the impact on people.
The UK Government schemes to support individuals, businesses and the self-employed have left millions behind.
Millions have had to apply for universal credit, with some who will be encountering the social security system for the first time and who will be facing hardship.
The self-employed scheme falls way short and needs to be looked at again.
Basing it on profit rather than turnover is a basic flaw in the experience of my constituents.
The furlough scheme needs an independent arbiter for employers unwilling to furlough.
Those who had only just started a new job before the lockdown are still being neglected; a contract of employment should have been enough to qualify.
There is also a need for the UK Government to provide certainty that they will phase the end of the furlough scheme to ensure there are no redundancies.
Where is the help for company directors who take their wages via dividends?
This is how so many small family businesses in Airdrie and Shotts derive their income, and it has gone.
The impact the lockdown is having on people’s mental health—for some because they have lost their livelihoods, others because they have lost social contact or because they already had underlying problems—needs much greater attention.
The Scottish Government have looked at this, and are increasing funding, but it is a long-term issue that is going to need greater attention.
Staying on the topic of welfare, sadly, the mixed messages of last week and the reckless unpreparedness of the Prime Minister’s announcement the other night— basically, it was to get back to work—have put at risk the relative success of the lockdown in starting to get the virus under control and therefore put lives across the UK at risk.
The lockdown has not ended, and the message is still crystal clear in Scotland, Wales and Northern Ireland: stay home, protect the NHS, save lives.
However, some people have already been in touch with me to ask if the Prime Minister’s statement means they can do this, that or the other.
For how many more has the Prime Minister’s easing of the lockdown and change in message meant a licence to take more risks?
The Prime Minister did all of this without consulting the devolved Governments or, apparently, the Cabinet.
This is not a time for making it up as you go along.
A crisis like this needs clear, consistent messaging and support packages that ensure that nobody faces hardship.
In another world before this lockdown, the Prime Minister promised that nobody would be punished for doing the right thing.
Tell that to the millions of people who have been forced on to universal credit or the families in Airdrie and Shotts who are part of the reported 47% increase at the Airdrie food bank.
The UK Government need to do much more listening before doing their talking, and that will be as important in the long term as it is now.
Society is going to change, and some changes are already happening.
Some are positive and others negative, but there will be opportunities to harness change to deliver a more prosperous society with greater wellbeing.
Areas such as the environment, waste and recycling, social security, employment and industry will need radical change and investment.
That is for the future, but we need to start thinking now about the good society we want to see emerge.
It cannot be what we left behind before the lockdown.
The focus right now has to be on containing and ending the health crisis, but there will be opportunities to make things better when that is resolved.
I just worry, after this last week of chaotic and irresponsible mixed messages and anonymous briefings from Downing Street, that it will take longer than it should for us to get to that point.",3409
2020-05-12,Covid-19,d184.1,uk.org.publicwhip/person/25668,Jamie Stone,Liberal Democrat,Liberal Democrat Spokesperson (Defence),0,"Greetings from the far north of Scotland.
I want to talk about tourism in the highlands.
Visitors and tourists from the UK and overseas are always very welcome in this most beautiful part of the UK, and our hospitality and tourism industry is critical to the local economy.
It is an industry that is sustainable in the long term, and which, most importantly, provides local jobs for local people.
As long as we have a high-quality tourism product, by which I mean landscape, culture, top-quality food and drink—that sort of thing—we can attract tourists to come back again and again to a truly special part of the world.
But we are in the midst of the current pandemic.
People leaving home and moving about simply increases the risk of the disease being spread.
Many in the highlands and many of my constituents are concerned that visitors will look at the map of where the virus is most common and think, “Oh well, the highlands looks pretty free.
Let’s go there.”
The trouble is that in the highlands, health services are at best limited.
The NHS staff and care workers are doing a fantastic job, but they work with limited resources and that is why we have taken the lockdown rules so seriously in the highlands.
That is why we have taken every precaution to look after one another and that is why we continue to “stay home, safe lives and save the NHS”.
The health and safety of my constituents is my greatest concern during this difficult period, so I say this to potential visitors.
In normal times you would be really, really welcome, but right now please stay in your usual homes, wherever they may be.
Please, please wait until the medical advice says that the risk of you spreading the virus to my constituents has gone.
Surely those who truly care for the highlands and highland people will respect the need to prioritise our health and safety.
Despite our strong feelings about the need to keep safe, we in the highlands also know that the longer the pandemic goes on, the more the long-term damage our local businesses will suffer.
The absence of visitors paying money to our tourism businesses possibly for weeks and months could actually cause many businesses to go under.
It is a vicious circle.
For every business that goes under during the pandemic, the highlands becomes all the poorer in what we can offer visitors when it is safe for them to return.
It is worse than that, however, because unlike many other enterprises tourism businesses are seasonal.
The money taken in during the tourism season has to be sufficient to see that businesses have enough in the bank to get through what we call the dark cold months in the highlands.
That is why I suggest that the present pandemic is so particularly dangerous for those tourism businesses.
Even if the pandemic were to end in a few months, much of the tourism season will have gone.
That is why I support the proposal from my hon. Friend the Member for Westmorland and Lonsdale (Tim Farron) for the UK Government to introduce a 12-month financial support package to secure the survival of the tourism industry until summer 2021.
To conclude, my plea is to both the UK and the Scottish Governments.
Those tourism businesses are doing all they can just now.
For instance, selling vouchers that can be used at a later date when travel is absolutely safe is a seriously good idea, one which we should all wholeheartedly endorse and support.
But I believe that both the Scottish Government and the UK Government owe it to those tourism businesses to go a specially tailored extra mile for them right now.
Otherwise, they will go under and we will have a disaster on our hands.
I believe that all of us really owe the tourism businesses that hand of help—nothing less than that.",5344
