uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence,metadata__manifesto_id
2010000659,"We shall also end immigration, which places an additional cumbersome burden on the NHS, at the expense of our own people.",1,FALSE,2010000659,"Ensure that front line staff numbers are boosted and unnecessary bureaucracy slashed. End the scandal of foreign `health tourism', which costs the exchequer over £2 billion per annum, often to treat Third World diseases.","Restrict the pay of NHS bureaucrats, for the most part, to £100,000 per annum. Encourage the re-employment of staff with school-age children during term-time, designed to clear backlogs of minor operations.",BNP 2010
2010000675,In recent years the demand for such service has risen due to immigration.,0,FALSE,2010000675,"This, we anticipate, will reduce bureaucracy. We shall increase the number of dentists available on the NHS.",Education for a British Future.  The BNP will reverse the budget cuts on education and prioritise this sector as vital  to the rebuilding of our nation. The BNP will bring back traditional syllabi and teaching methods to replace the |  current and obviously failed systems currently being used.,BNP 2010
2010000752,"Traffic congestion, especially in South East England, is the result of overcrowding, immigration and `white flight' from the cities and conurbations.",1,FALSE,2010000752,The introduction of super-efficient Maglev trains will become a national transport priority. Transport projects should be designed in sympathy with the landscape and therefore utilise road tunnels where appropriate.,Our policies to cease immigration and encourage repatriation will have a beneficial respect in terms of congestion. The BNP will: Seek to abolish the road fund licence.,BNP 2010
2010000753,Our policies to cease immigration and encourage repatriation will have a beneficial respect in terms of congestion.,1,FALSE,2010000753,"Transport projects should be designed in sympathy with the landscape and therefore utilise road tunnels where appropriate. Traffic congestion, especially in South East England, is the result of overcrowding, immigration and `white flight' from the cities and conurbations.",The BNP will: Seek to abolish the road fund licence. It is expensive to administer and susceptible to evasion.,BNP 2010
2010000811,"Once the immigration problem has been dealt with, demand for power will go down.",1,TRUE,2010000811,"The BNP will investigate clean-burning coal-fired power plants as another method  of dealing with increased energy demands. The Energy Crisis Must be Addressed.  Britain faces a severe energy crisis which has been caused by a combination of an increased population, privatisation, failure of forward planning and the closure of coalfired power stations.","This by itself will not solve the problem, but will significantly alleviate it. The BNP is urgently committed to a policy of national energy independence, based, as far as possible, on renewable energy sources.",BNP 2010
2010000838,"In this regard, a BNP government will: Reach an accord with the Muslim world whereby they will agree to take back their excess population which is currently colonising this country, in exchange for an ironclad guarantee that Britain will never again interfere in the political affairs of the Middle East or try to dictate to any Arab or Muslim country as to what their internal government form should be; and Maintain an independent foreign policy of our own, and not a spineless subservience to the USA, the `international community', or any other country.",1,FALSE,2010000838,We would also expect all other nations to grant this same right to Britain. A Neutral Foreign Policy.  We would have no quarrel with any nation that does not threaten British interests.,"With regard to Europe, a BNP government will: Resolutely oppose the single European currency; Support the overwhelming majority of the British people in their desire to keep the Pound and our traditional weights and measures. At the same time, a BNP government will strive for the best possible relationship with our European neighbours.",BNP 2010
2010000855,The Housing Crisis Facing Britain.  Decades of Tory/Labour regime neglect combined with mass immigration have created the most serious housing shortage in living memory.,1,FALSE,2010000855,The BNP will create a national infrastructure bank to promote regeneration and  national infrastructure renewal. The BNP will relieve part of the housing crisis by halting and reversing the immigration  invasion.,"The most recent figures indicate that more than two million people are on the waiting list for social housing; that fewer homes are being built now than in 1928; that many first time buyers cannot afford a large enough deposit to access a mortgage from banks (despite the extent of the taxpayer bail out of the banking system); that overcrowding is now a feature in many families, even in the most affluent areas; and that many owner occupiers cannot afford to modernise their homes because of cost. The housing charity Shelter has produced detailed research raising questions about local authorities failing to meet local needs through the availability of affordable housing.",BNP 2010
2010000885,"The BNP will enact legislation protecting the rights of property owners and residents from anti-social behaviour and from illegal squatting by so-called ""travellers."" The BNP will address one of the major causes of the housing crisis by solving the immigration invasion.",1,FALSE,2010000885,"The BNP will refocus the Local Development Framework to concentrate on borough wide regeneration, housing, economic development and private sector involvement. This would operate in conjunction with new county bodies to oversee local regeneration and infrastructure which would draw upon skills from the private and voluntary sectors.","The Economy: Putting Britain Back on the Road to Recovery.  A BNP government would tackle the national debt problem by cutting expenditure  on all projects which do not serve British interests. These expenditures which will be cut include the annual costs of £18 billion spent on ""global warming,"" the £13 billion spent on immigration, the £4 billion spent on asylum, the £15 billion spent on EU membership, the £9.1 billion spent on foreign aid, the billions spent fighting illegal and immoral foreign wars, and the billions spent on ""politically correct"" social engineering projects.",BNP 2010
2010000925,"The Immigration Racket The cost of the multicultural society (which has been imposed without any debate whatsoever by the three old gang parties and promoted by the Greens, UKIP, the SNP and Plaid Cymru) is estimated to be in the order of £13 billion per annum, according to MigrationwatchUK.",1,FALSE,2010000925,The £18 billion levy is made up of subsidies and the `green levy' that is charged to current energy bills. Consumers pay these disguised costs often without even being aware.,"This embraces the cost of social security, crime, health tourism and NHS costs, translation expenses, unemployment, equalities legislation, education, related bureaucracy and much else. The asylum swindle costs Britain in the region of £4 billion per year in terms of benefits, housing, support and legal fees.",BNP 2010
2010000927,"The asylum swindle costs Britain in the region of £4 billion per year in terms of benefits, housing, support and legal fees.",1,FALSE,2010000927,"The Immigration Racket The cost of the multicultural society (which has been imposed without any debate whatsoever by the three old gang parties and promoted by the Greens, UKIP, the SNP and Plaid Cymru) is estimated to be in the order of £13 billion per annum, according to MigrationwatchUK. This embraces the cost of social security, crime, health tourism and NHS costs, translation expenses, unemployment, equalities legislation, education, related bureaucracy and much else.","EU Membership The cost of the EU for Britain in membership fees falls a little short of £15bn. Whilst a portion of this flows back to Britain, it may only be spent in such a manner as is prescribed by unelected EU officialdom.",BNP 2010
2010001021,"Globalisation and the Protection of British Industry.  The BNP opposes globalisation which is extremely harmful to our nation for two reasons: It results in the importation into the West of millions of immigrants (in the form of ""cheap"" labour) from the Third World; and It transfers technology, manufacturing and industry to the Third World.",1,FALSE,2010001021,Utility companies provide a reliable income stream and we shall require the divestment of foreign ownership thereof in an appropriate and orderly manner. The BNP is further committed to ensuring that natural monopolies such as the national rail network be returned to state ownership as this is the only manner in which the necessary infrastructure investment is possible.,"This in turn causes the exploitation in labour in those nations and ultimately the collapse of our own living standards due to the inability of our industries to compete with that ""cheap"" labour. The BNP also objects to the existence of disagreeable practices in the Third World, often tolerated by globalist corporations in the pursuit of international profit.",BNP 2010
2010001086,"If immigration increased the GDP and general wealth of a society, then logically it would be far better for mass immigration to take place into Third World countries to boost the economies in those nations.",1,FALSE,2010001086,   Immigration merely raises economic activity. It does not raise GDP per capita; instead it undermines wages and productivity.,"3. Immigration creates environmental pressures, congestion, the concreting over of  the rural landscape and severe housing shortages. Housing shortages create upward pressure on property prices and lifelong debt for the average family.",BNP 2010
2010001087,"3. Immigration creates environmental pressures, congestion, the concreting over of  the rural landscape and severe housing shortages.",1,FALSE,2010001087,"It does not raise GDP per capita; instead it undermines wages and productivity. If immigration increased the GDP and general wealth of a society, then logically it would be far better for mass immigration to take place into Third World countries to boost the economies in those nations.",Housing shortages create upward pressure on property prices and lifelong debt for the average family. Our supply of land is finite.,BNP 2010
2060000284,"We will promote improved community relations and opportunities for Black, Asian and Minority Ethnic (BAME) communities, including by providing internships for under- represented minorities in every Whitehall department and funding a targeted national enterprise mentoring scheme for BAME people who want to start a business.",-1,FALSE,2060000284,We will undertake a fair pay review in the public sector to implement our proposed Ô20 timesÕ pay multiple. We will look to promote gender equality on the boards of listed companies.,"We will stop the deportation of asylum seekers who have had to leave particular countries because their sexual orientation or gender identification puts them at proven risk of imprisonment, torture or execution. We will use our relationships with other countries to push for unequivocal support for gay rights and for UK civil partnerships to be recognised internationally.",Coalition 2010
2060000285,"We will stop the deportation of asylum seekers who have had to leave particular countries because their sexual orientation or gender identification puts them at proven risk of imprisonment, torture or execution.",-1,FALSE,2060000285,"We will look to promote gender equality on the boards of listed companies. We will promote improved community relations and opportunities for Black, Asian and Minority Ethnic (BAME) communities, including by providing internships for under- represented minorities in every Whitehall department and funding a targeted national enterprise mentoring scheme for BAME people who want to start a business.","We will use our relationships with other countries to push for unequivocal support for gay rights and for UK civil partnerships to be recognised internationally. 13. EUROPE.  The Government believes that Britain should play a leading role in an enlarged European Union, but that no further powers should be transferred to Brussels without a referendum.",Coalition 2010
2060000346,"17. IMMIGRATION. The Government believes that immigration has enriched our culture and strengthened our economy, but that it must be controlled so that people have confidence in the system.",-1,FALSE,2060000346,"We will require all councils to publish items of spending above £500, and to publish contracts and tender documents in full. We will ensure that all data published by public bodies is published in an open and standardised format, so that it can be used easily and with minimal cost by third parties.","We also recognise that to ensure cohesion and protect our public services, we need to introduce a cap on immigration and reduce the number of non- EU immigrants. We will introduce an annual limit on the number of non-EU economic migrants admitted into the UK to live and work.",Coalition 2010
2060000347,"We also recognise that to ensure cohesion and protect our public services, we need to introduce a cap on immigration and reduce the number of non- EU immigrants.",1,FALSE,2060000347,"We will ensure that all data published by public bodies is published in an open and standardised format, so that it can be used easily and with minimal cost by third parties. 17. IMMIGRATION. The Government believes that immigration has enriched our culture and strengthened our economy, but that it must be controlled so that people have confidence in the system.",We will introduce an annual limit on the number of non-EU economic migrants admitted into the UK to live and work. We will consider jointly the mechanism for implementing the limit.,Coalition 2010
2060000348,We will introduce an annual limit on the number of non-EU economic migrants admitted into the UK to live and work.,1,TRUE,2060000348,"17. IMMIGRATION. The Government believes that immigration has enriched our culture and strengthened our economy, but that it must be controlled so that people have confidence in the system. We also recognise that to ensure cohesion and protect our public services, we need to introduce a cap on immigration and reduce the number of non- EU immigrants.",We will consider jointly the mechanism for implementing the limit. We will end the detention of children for immigration purposes.,Coalition 2010
2060000349,We will consider jointly the mechanism for implementing the limit.,1,FALSE,2060000349,"We also recognise that to ensure cohesion and protect our public services, we need to introduce a cap on immigration and reduce the number of non- EU immigrants. We will introduce an annual limit on the number of non-EU economic migrants admitted into the UK to live and work.","We will end the detention of children for immigration purposes. We will create a dedicated Border Police Force, as part of a refocused Serious Organised Crime Agency, to enhance national security, improve immigration controls and crack down on the trafficking of people, weapons and drugs.",Coalition 2010
2060000350,We will end the detention of children for immigration purposes.,-1,TRUE,2060000350,We will introduce an annual limit on the number of non-EU economic migrants admitted into the UK to live and work. We will consider jointly the mechanism for implementing the limit.,"We will create a dedicated Border Police Force, as part of a refocused Serious Organised Crime Agency, to enhance national security, improve immigration controls and crack down on the trafficking of people, weapons and drugs. We will work with police forces to strengthen arrangements to deal with serious crime and other cross-boundary policing challenges, and extend collaboration between forces to deliver better value for money.",Coalition 2010
2060000351,"We will create a dedicated Border Police Force, as part of a refocused Serious Organised Crime Agency, to enhance national security, improve immigration controls and crack down on the trafficking of people, weapons and drugs.",1,FALSE,2060000351,We will consider jointly the mechanism for implementing the limit. We will end the detention of children for immigration purposes.,"We will work with police forces to strengthen arrangements to deal with serious crime and other cross-boundary policing challenges, and extend collaboration between forces to deliver better value for money. We support E-borders and will reintroduce exit checks.",Coalition 2010
2060000353,We support E-borders and will reintroduce exit checks.,1,FALSE,2060000353,"We will create a dedicated Border Police Force, as part of a refocused Serious Organised Crime Agency, to enhance national security, improve immigration controls and crack down on the trafficking of people, weapons and drugs. We will work with police forces to strengthen arrangements to deal with serious crime and other cross-boundary policing challenges, and extend collaboration between forces to deliver better value for money.","We will apply transitional controls as a matter of course in the future for all new EU Member States. We will introduce new measures to minimise abuse of the immigration system, for example via student routes, and will tackle human trafficking as a priority.",Coalition 2010
2060000355,"We will introduce new measures to minimise abuse of the immigration system, for example via student routes, and will tackle human trafficking as a priority.",1,FALSE,2060000355,We support E-borders and will reintroduce exit checks. We will apply transitional controls as a matter of course in the future for all new EU Member States.,"We will explore new ways to improve the current asylum system to speed up the processing of applications. 18. INTERNATIONAL DEVELOPMENT.  The Government believes that even in these difficult economic times, the UK has a moral responsibility to help the poorest people in the world.",Coalition 2010
2060000356,We will explore new ways to improve the current asylum system to speed up the processing of applications.,-1,FALSE,2060000356,"We will apply transitional controls as a matter of course in the future for all new EU Member States. We will introduce new measures to minimise abuse of the immigration system, for example via student routes, and will tackle human trafficking as a priority.","18. INTERNATIONAL DEVELOPMENT.  The Government believes that even in these difficult economic times, the UK has a moral responsibility to help the poorest people in the world. We will honour our aid commitments, but at the same time will ensure much greater transparency and scrutiny of aid spending to deliver value for money for British taxpayers and to maximise the impact of our aid budget.",Coalition 2010
1160003261,Attract the brightest and best to our country. Immigration has enriched our nation over the years and we want to attract the brightest and the best people who can make a real difference to our economic growth.,-1,TRUE,1160003261,"ensure that all other major infrastructure projects are considered at planning inquiries which have binding timetables and which focus on planning issues - with final permission given by a Minister and, provide transitional arrangements for projects already before the IPC to ensure that these projects are not disrupted or delayed.","But immigration today is too high and needs to be reduced. We do not need to attract people to do jobs that could be carried out by British citizens, given the right training and support.",Con 2010
1160003271,But immigration today is too high and needs to be reduced.,1,FALSE,1160003271,"and, provide transitional arrangements for projects already before the IPC to ensure that these projects are not disrupted or delayed. Attract the brightest and best to our country. Immigration has enriched our nation over the years and we want to attract the brightest and the best people who can make a real difference to our economic growth.","We do not need to attract people to do jobs that could be carried out by British citizens, given the right training and support. So we will take steps to take net migration back to the levels of the 1990s - tens of thousands a year, not hundreds of thousands.",Con 2010
1160003281,"We do not need to attract people to do jobs that could be carried out by British citizens, given the right training and support.",1,FALSE,1160003281,Attract the brightest and best to our country. Immigration has enriched our nation over the years and we want to attract the brightest and the best people who can make a real difference to our economic growth. But immigration today is too high and needs to be reduced.,"So we will take steps to take net migration back to the levels of the 1990s - tens of thousands a year, not hundreds of thousands. To help achieve this goal, we will introduce a number of measures, such as: setting an annual limit on the number of non- EU economic migrants admitted into the UK to live and work",Con 2010
1160003291,"So we will take steps to take net migration back to the levels of the 1990s - tens of thousands a year, not hundreds of thousands.",1,FALSE,1160003291,"But immigration today is too high and needs to be reduced. We do not need to attract people to do jobs that could be carried out by British citizens, given the right training and support.","To help achieve this goal, we will introduce a number of measures, such as: setting an annual limit on the number of non- EU economic migrants admitted into the UK to live and work limiting access only to those who will bring the most value to the British economy",Con 2010
1160003301,"To help achieve this goal, we will introduce a number of measures, such as: setting an annual limit on the number of non- EU economic migrants admitted into the UK to live and work",1,TRUE,1160003301,"We do not need to attract people to do jobs that could be carried out by British citizens, given the right training and support. So we will take steps to take net migration back to the levels of the 1990s - tens of thousands a year, not hundreds of thousands.","limiting access only to those who will bring the most value to the British economy and, applying transitional controls as a matter of course in the future for all new EU Member States.",Con 2010
1160003311,limiting access only to those who will bring the most value to the British economy,1,FALSE,1160003311,"So we will take steps to take net migration back to the levels of the 1990s - tens of thousands a year, not hundreds of thousands. To help achieve this goal, we will introduce a number of measures, such as: setting an annual limit on the number of non- EU economic migrants admitted into the UK to live and work","and, applying transitional controls as a matter of course in the future for all new EU Member States. In addition, we will promote integration into British society, as we believe that everyone coming to this country must be ready to embrace our core values and become a part of their local community.",Con 2010
1160003331,"In addition, we will promote integration into British society, as we believe that everyone coming to this country must be ready to embrace our core values and become a part of their local community.",1,FALSE,1160003331,"limiting access only to those who will bring the most value to the British economy and, applying transitional controls as a matter of course in the future for all new EU Member States.","So there will be an English language test for anyone coming here to get married. We want to encourage students to come to our universities and colleges, but our student visa system has become the biggest weakness in our border controls.",Con 2010
1160007201,"That is why we will create a dedicated Border Police Force, as part of a refocused Serious Organised Crime Agency, to enhance national security, improve immigration controls, and crack down on the trafficking of people, weapons and drugs.",1,FALSE,1160007201,"We will oblige the police to publish detailed local crime data statistics every month, in an open and standardised format. Extremists, serious criminals and others find our borders far too easy to penetrate.","We will work with police forces to strengthen arrangements to deal with serious crime and other cross-boundary policing challenges, and extend collaboration between forces to deliver better value for money. Prisons with a purpose. In the last three years, 80,000 criminals have been released early from prison because the Government failed to build enough places.",Con 2010
2050000546,Refuse visas and work permits to 'murder music' singers and others who incite homo- phobic and transphobic violence.,1,FALSE,2050000546,Campaign against any reduction in the AIDS/HIV budget and target health promotion work to prevent sexually transmitted infections. Ensure safe haven and refugee status for LGBTI people fleeing persecution in line with other social groups according to the Geneva Convention.,Oppose all opt-outs from equality and anti- discrimination laws by religious organisations and remove special treatment allowing faith schools to promote homophobia on the grounds of religion. Provide comprehensive training for teachers and educational staff on all diversity and inclusion issues; schools to promote equal opportunities in their anti-bullying procedures; equality issues to be monitored in teaching recruitment.,Greens 2010
2050000831,Immigration.  Migration is a fact of life.,-1,TRUE,2050000831,"While the EU has control over trade, we accept that in practice the way to affect these matters is to call for EU action Ð so we call, for example, for an EU ban on genetically modified (GM) foods because in current circumstances that is the best way to achieve a ban in the UK. And there are other matters Ð for example, welfare policy Ð where although member states retain basic control, the Open Method of Coordination between member states allows for a useful measure of discussion and co-ordination on matters of mutual interest.","People have always moved from one country to another, and as a practical matter the ability to control borders without oppressive measures is more limited than most politicians like to pretend. Much of our language, culture and way of life have been enriched by successive new arrivals over two thousand years.",Greens 2010
2050000832,"People have always moved from one country to another, and as a practical matter the ability to control borders without oppressive measures is more limited than most politicians like to pretend.",-1,TRUE,2050000832,"And there are other matters Ð for example, welfare policy Ð where although member states retain basic control, the Open Method of Coordination between member states allows for a useful measure of discussion and co-ordination on matters of mutual interest. Immigration.  Migration is a fact of life.","Much of our language, culture and way of life have been enriched by successive new arrivals over two thousand years. It is not just a matter of immigration Ð over 5 million British Citizens benefit from other countries' liberal immigration policies by living abroad.",Greens 2010
2050000833,"Much of our language, culture and way of life have been enriched by successive new arrivals over two thousand years.",-1,TRUE,2050000833,"Immigration.  Migration is a fact of life. People have always moved from one country to another, and as a practical matter the ability to control borders without oppressive measures is more limited than most politicians like to pretend.",It is not just a matter of immigration Ð over 5 million British Citizens benefit from other countries' liberal immigration policies by living abroad. The causes of a person moving to the UK are complex.,Greens 2010
2050000834,It is not just a matter of immigration Ð over 5 million British Citizens benefit from other countries' liberal immigration policies by living abroad.,-1,TRUE,2050000834,"People have always moved from one country to another, and as a practical matter the ability to control borders without oppressive measures is more limited than most politicians like to pretend. Much of our language, culture and way of life have been enriched by successive new arrivals over two thousand years.","The causes of a person moving to the UK are complex. For the person concerned, there may be escape from persecution and improved economic prospects, but also separation from home, friends and family.",Greens 2010
2050000836,"For the person concerned, there may be escape from persecution and improved economic prospects, but also separation from home, friends and family.",0,FALSE,2050000836,It is not just a matter of immigration Ð over 5 million British Citizens benefit from other countries' liberal immigration policies by living abroad. The causes of a person moving to the UK are complex.,"For the country of origin, there may be the loss of skilled workers, especially health professionals, but also the receipt of remittances from the immigrant, and many migrants return with improved skills. For the community that receives the immigrant there may be the benefits of getting done jobs that no one in that community wants to or can do, more taxes being paid and the creation of a more cosmopolitan atmosphere.",Greens 2010
2050000837,"For the country of origin, there may be the loss of skilled workers, especially health professionals, but also the receipt of remittances from the immigrant, and many migrants return with improved skills.",0,TRUE,2050000837,"The causes of a person moving to the UK are complex. For the person concerned, there may be escape from persecution and improved economic prospects, but also separation from home, friends and family.","For the community that receives the immigrant there may be the benefits of getting done jobs that no one in that community wants to or can do, more taxes being paid and the creation of a more cosmopolitan atmosphere. But there may also be costs in terms of unwelcome competition for jobs, pressure on housing and other resources and longer-term pressures on overall population.",Greens 2010
2050000838,"For the community that receives the immigrant there may be the benefits of getting done jobs that no one in that community wants to or can do, more taxes being paid and the creation of a more cosmopolitan atmosphere.",-1,TRUE,2050000838,"For the person concerned, there may be escape from persecution and improved economic prospects, but also separation from home, friends and family. For the country of origin, there may be the loss of skilled workers, especially health professionals, but also the receipt of remittances from the immigrant, and many migrants return with improved skills.","But there may also be costs in terms of unwelcome competition for jobs, pressure on housing and other resources and longer-term pressures on overall population. In deciding policy on immigration it is important that all these points are considered and balanced against each other.",Greens 2010
2050000839,"But there may also be costs in terms of unwelcome competition for jobs, pressure on housing and other resources and longer-term pressures on overall population.",0,TRUE,2050000839,"For the country of origin, there may be the loss of skilled workers, especially health professionals, but also the receipt of remittances from the immigrant, and many migrants return with improved skills. For the community that receives the immigrant there may be the benefits of getting done jobs that no one in that community wants to or can do, more taxes being paid and the creation of a more cosmopolitan atmosphere.","In deciding policy on immigration it is important that all these points are considered and balanced against each other. We must accept too our legal and moral obligations to give sanctuary to those fleeing persecution, and the principle of free movement throughout the European Union.",Greens 2010
2050000840,In deciding policy on immigration it is important that all these points are considered and balanced against each other.,0,FALSE,2050000840,"For the community that receives the immigrant there may be the benefits of getting done jobs that no one in that community wants to or can do, more taxes being paid and the creation of a more cosmopolitan atmosphere. But there may also be costs in terms of unwelcome competition for jobs, pressure on housing and other resources and longer-term pressures on overall population.","We must accept too our legal and moral obligations to give sanctuary to those fleeing persecution, and the principle of free movement throughout the European Union. Against this background our policy is as follows: Where we are limiting numbers, our priority must be to meet our obligations to refugees and those seeking sanctuary, including the increasing numbers of people displaced by environmental change, above the needs of our economy.",Greens 2010
2050000841,"We must accept too our legal and moral obligations to give sanctuary to those fleeing persecution, and the principle of free movement throughout the European Union.",-1,TRUE,2050000841,"But there may also be costs in terms of unwelcome competition for jobs, pressure on housing and other resources and longer-term pressures on overall population. In deciding policy on immigration it is important that all these points are considered and balanced against each other.","Against this background our policy is as follows: Where we are limiting numbers, our priority must be to meet our obligations to refugees and those seeking sanctuary, including the increasing numbers of people displaced by environmental change, above the needs of our economy. Our immigration policies must be fair and non-discriminatory, respect the integrity of families and be applied promptly and effectively.",Greens 2010
2050000842,"Against this background our policy is as follows: Where we are limiting numbers, our priority must be to meet our obligations to refugees and those seeking sanctuary, including the increasing numbers of people displaced by environmental change, above the needs of our economy.",-1,TRUE,2050000842,"In deciding policy on immigration it is important that all these points are considered and balanced against each other. We must accept too our legal and moral obligations to give sanctuary to those fleeing persecution, and the principle of free movement throughout the European Union.","Our immigration policies must be fair and non-discriminatory, respect the integrity of families and be applied promptly and effectively. Our international policies should every- where seek to reduce the economic, political and environmental factors that force people to migrate.",Greens 2010
2050000843,"Our immigration policies must be fair and non-discriminatory, respect the integrity of families and be applied promptly and effectively.",-1,TRUE,2050000843,"We must accept too our legal and moral obligations to give sanctuary to those fleeing persecution, and the principle of free movement throughout the European Union. Against this background our policy is as follows: Where we are limiting numbers, our priority must be to meet our obligations to refugees and those seeking sanctuary, including the increasing numbers of people displaced by environmental change, above the needs of our economy.","Our international policies should every- where seek to reduce the economic, political and environmental factors that force people to migrate. Emigration should be a positive choice, not the outcome of desperation.",Greens 2010
2050000844,"Our international policies should every- where seek to reduce the economic, political and environmental factors that force people to migrate.",-1,FALSE,2050000844,"Against this background our policy is as follows: Where we are limiting numbers, our priority must be to meet our obligations to refugees and those seeking sanctuary, including the increasing numbers of people displaced by environmental change, above the needs of our economy. Our immigration policies must be fair and non-discriminatory, respect the integrity of families and be applied promptly and effectively.","Emigration should be a positive choice, not the outcome of desperation. In particular, free movement within the EU is a fact.",Greens 2010
2050000845,"Emigration should be a positive choice, not the outcome of desperation.",-1,FALSE,2050000845,"Our immigration policies must be fair and non-discriminatory, respect the integrity of families and be applied promptly and effectively. Our international policies should every- where seek to reduce the economic, political and environmental factors that force people to migrate.","In particular, free movement within the EU is a fact. We should press for EU policies that make all parts of the EU an attractive place to live.",Greens 2010
2050000848,"We reject the use of immigration as a political issue to mask problems such as a lack of high-quality social housing. The proper solution is to provide enough social housing, as we propose elsewhere in this manifesto.",0,TRUE,2050000848,"In particular, free movement within the EU is a fact. We should press for EU policies that make all parts of the EU an attractive place to live.","We should not tolerate the long-term presence of large numbers of people whose immigration status is not defined. Such immigrants are vulnerable to exploitation by unscrupulous employers and others, undermining national terms and conditions of employment.",Greens 2010
2050000849,We should not tolerate the long-term presence of large numbers of people whose immigration status is not defined.,1,FALSE,2050000849,"We should press for EU policies that make all parts of the EU an attractive place to live. We reject the use of immigration as a political issue to mask problems such as a lack of high-quality social housing. The proper solution is to provide enough social housing, as we propose elsewhere in this manifesto.","Such immigrants are vulnerable to exploitation by unscrupulous employers and others, undermining national terms and conditions of employment. We would open up ways for existing illegal migrants who have been here for three years to become legal.",Greens 2010
2050000851,We would open up ways for existing illegal migrants who have been here for three years to become legal.,-1,TRUE,2050000851,"We should not tolerate the long-term presence of large numbers of people whose immigration status is not defined. Such immigrants are vulnerable to exploitation by unscrupulous employers and others, undermining national terms and conditions of employment.","In particular, a legal status must be provided for people who have not succeeded in their claim for humanitarian protection but who cannot be returned to their country of origin due to the political situation there. We would review the asylum procedures to ensure that destitution plays no role in the asylum process by allowing those seeking sanctuary to work.",Greens 2010
2050000852,"In particular, a legal status must be provided for people who have not succeeded in their claim for humanitarian protection but who cannot be returned to their country of origin due to the political situation there.",-1,TRUE,2050000852,"Such immigrants are vulnerable to exploitation by unscrupulous employers and others, undermining national terms and conditions of employment. We would open up ways for existing illegal migrants who have been here for three years to become legal.","We would review the asylum procedures to ensure that destitution plays no role in the asylum process by allowing those seeking sanctuary to work. We would review the Nationality, Immigration and Asylum Act 2002, particularly with regard to issues of access to legal advice, childcare and levels of subsistence allowance.",Greens 2010
2050000853,We would review the asylum procedures to ensure that destitution plays no role in the asylum process by allowing those seeking sanctuary to work.,-1,TRUE,2050000853,"We would open up ways for existing illegal migrants who have been here for three years to become legal. In particular, a legal status must be provided for people who have not succeeded in their claim for humanitarian protection but who cannot be returned to their country of origin due to the political situation there.","We would review the Nationality, Immigration and Asylum Act 2002, particularly with regard to issues of access to legal advice, childcare and levels of subsistence allowance. Those who have been trafficked should not be subject to summary deportation.",Greens 2010
2050000854,"We would review the Nationality, Immigration and Asylum Act 2002, particularly with regard to issues of access to legal advice, childcare and levels of subsistence allowance.",-1,FALSE,2050000854,"In particular, a legal status must be provided for people who have not succeeded in their claim for humanitarian protection but who cannot be returned to their country of origin due to the political situation there. We would review the asylum procedures to ensure that destitution plays no role in the asylum process by allowing those seeking sanctuary to work.",Those who have been trafficked should not be subject to summary deportation. They should receive a temporary right to stay and have the same right to apply to remain as others seeking to migrate.,Greens 2010
2050000856,They should receive a temporary right to stay and have the same right to apply to remain as others seeking to migrate.,-1,FALSE,2050000856,"We would review the Nationality, Immigration and Asylum Act 2002, particularly with regard to issues of access to legal advice, childcare and levels of subsistence allowance. Those who have been trafficked should not be subject to summary deportation.","Those seeking sanctuary should not be detained, and in particular the administrative detention of children is unacceptable and should cease immediately. Trade, aid and debt. Making it fair, making it sustainable.  Free trade has been globalisation's mantra for over 30 years.",Greens 2010
2050000857,"Those seeking sanctuary should not be detained, and in particular the administrative detention of children is unacceptable and should cease immediately.",-1,TRUE,2050000857,Those who have been trafficked should not be subject to summary deportation. They should receive a temporary right to stay and have the same right to apply to remain as others seeking to migrate.,"Trade, aid and debt. Making it fair, making it sustainable.  Free trade has been globalisation's mantra for over 30 years. It comes at a cost because: It encourages a 'race to the bottom', in which countries are forced to compete with one another to offer the lowest costs, leading to downward pressure on wages and environmental protection, as well as lowering of corporate taxation.",Greens 2010
1170004421,"Incorporate the UN Convention on the Rights of the Child into UK law, ending the detention of children for immigration purposes.",-1,FALSE,1170004421,Liberal Democrats will:   Maintain the commitment to end child poverty in the UK by 2020.,Enhance child protection. We will enforce the publication of an anonymised version of Serious Case Reviews to ensure that lessons are learned.,LD 2010
1170006241,"We value Britain's open, welcoming character, and will protect it by changing the immigration system to make it firm and fair so that people can once again put their faith in it.",-1,TRUE,1170006241,Key local services like the Post Office have declined dramatically. Liberal Democrats will put thousands more police on the beat and make them work more effectively to cut crime.,"We will invest in public transport and cut rail fares, as well as providing more affordable homes and protecting people from unfair repossessions. We will keep post offices open, and will protect and restore the natural environment.",LD 2010
1170006581,"A firm but fair immigration system.   Britain has always been an open, welcoming country, and thousands of businesses, schools and hospitals in many parts of the country rely on people who've come to live here from overseas.",-1,TRUE,1170006581,"Move offenders who are drug addicts or mentally ill into more appropriate secure accommodation. As a consequence of these changes, be able to cancel the Government's billion-pound prison building programme.",It would be wrong to try and end immigration completely but we have to manage migration so that it benefits Britain and is fair for everyone. The immigration system is in chaos after decades of incompetent management.,LD 2010
