uid,text,label,metadata__row_number
938,I’ve urged all the phone  wireless and cable companies in NW Florida to restore service ASAP in the areas affected by the storm – and to provide a 60-day moratorium on late fees  interest  penalties and any other unnecessary costs to give folks time to recover. https://t.co/GKAu9FLsA5,0,938
695,"Jane Raybould  Democratic candidate for the United States Senate  joined us on our Sunrise 60 Close Up.
https://t.co/QLgQgSdjfR",0,695
1092,Jean from Short Hills let’s us know why she’s volunteering for Bob Hugin! #28Days https://t.co/3cbcLFTdfk,0,1092
13,Jobless claims have hit a 49-year low. More great economic news proving our job market is strong and workers are #BetterOffNow https://t.co/hSU03dRDbp,0,13
1073,"Jobs numbers <U+0001F53A>
Average Wages <U+0001F53A>
Unemployment rate stays at historically low 3.9%
#BetterOffNow

Read more: https://t.co/RQMQePuY5N https://t.co/3vr6MI9boH",0,1073
330,"Joe Donnelly has supported President Obama's dangerous Iran deal since Day 1. Together, they sent millions of dollars to one of the biggest state-sponsors of terrorism in the world. Joe Donnelly has always put partisan politics ahead of Hoosiers. #INSen https://t.co/wQNkw7QPEc",1,330
846,Joe Manchin says one thing in West Virginia  but in Washington he votes to send taxpayer dollars to abortion provider Planned Parenthood. Joe can't be trusted to represent our West Virginia values. #WVsen https://t.co/Hsj5Y7XDEu,0,846
434,"Joe Manchin won't stop taxpayer-funded abortion. He has voted five times to fund abortion business Planned Parenthood, and now he refuses to take a stand on Amendment One to stop taxpayer-funded abortion in WV.
https://t.co/9MVC75kf8d #WVsen",1,434
1127,Joe helped the Senate pass bipartisan legislation that would require anyone running for the U.S. Senate to file their quarterly campaign finance reports electronically. The effort would improve transparency and has been used in the House of Representatives for several years. https://t.co/UT0MpQ5O8z,0,1127
186,"Joe is determined to get the corruption out of Congress, which is why he relies on grassroots donations only. Please chip in – whatever you can afford – to support @JoeRadinovich’s #MN08 campaign during these critical final days until Election Day: https://t.co/dARB6nyvTc",0,186
982,Joe is focused on bipartisan solutions to make healthcare more affordable and accessible for all Hoosiers.,0,982
879,"Joe is the hired help for Indiana. Sign up for his newsletter to keep up-to-date with the work he’s doing for Hoosiers:
https://t.co/4Zw5bLQ0z1 https://t.co/QVrFKJx623",0,879
967,Joe met with Hoosiers from @IndianaPork to discuss the Farm Bill and to hear their concerns about how uncertain trade policies are harming their operations. https://t.co/qvm8uCR11w,0,967
805,Join us for #MAGA rallies across Montana today &amp  tomorrow!!! 2 days. 8 stops. @DonaldJTrumpJr @KimGuilfoyle @GregForMontana @SteveDaines @RandPaul https://t.co/Rx0EvJvUcc #MTGOPVictoryTour #MAGA #AmericaFirst #MontanaFirst #mtsen #mtpol https://t.co/LL2i3QERM3,0,805
948,Joined @tonykatz on @93wibc to chat about the groundswell of momentum the polls are showing behind our campaign with 1<U+FE0F><U+20E3>3<U+FE0F><U+20E3> DAYS to go! #INSen https://t.co/ql7vmN1YuD,0,948
493,"Judge Kavanaugh clearly deserves to sit on the highest court, but career politician @SenDonnelly continues to stall not because there’s anything of value left to learn, but because he’s waiting for his vote not to matter. #INSen",0,493
953,Judge Kavanaugh’s hearing begins today. Tune in LIVE as I share why I am deeply troubled by this rushed &amp  reckless nomination process. https://t.co/CX4kfV2OeD,1,953
900,Juntos vamos a construir. Juntos vamos a crecer. Juntos vamos a salir adelante. Tengan la certeza de que como su gobernador me voy asegurar que todos los recursos asignados a la reconstrucción de #PuertoRico cumplan con ese objetivo. #María https://t.co/hS7nA86sSC,0,900
715,Just FYI what the President said today about @SenBlumenthal is total fiction. Trump just made it up out of thin air. And the fact that we’ve gotten so used the habitual lying of the leader of the free world freaks me out. https://t.co/GyQYjtd9AB,0,715
1024,Just got done voting! @RepGeoffDiehl This is going to be one hell of a race if the local polls are even remotely close to true! https://t.co/4a8MrPNRFr,0,1024
949,Just spoke with @JSOPIO Sheriff Mike Williams about the shooting in Jacksonville. I offered any state resources they may need. Our law enforcement officers are working hard to keep people safe. Please continue to listen to their announcements and updates,0,949
529,"Kavanaugh dodged questions about women’s basic rights in yesterday’s hearing, and it’s no surprise. President Trump promised to nominate someone who would overturn Roe v. Wade. If we’re going to protect a woman’s right to choose, we have to #StopKavanaugh.",0,529
425,Kavanaugh’s views on guns are frightening and unacceptable. He believes assault weapons bans are unconstitutional and is willing to let these guns flood our streets. #WhatsAtStake. Watch live w/ @BillPascrell - https://t.co/yU3wp1c8S1 https://t.co/J4PA831rji,1,425
899,"Kevin  when asked about the trade war  you said ""that's why we have bins."" I'd like to see you say that to farmers. The end of this trade war is long overdue. It's time you stand up for North Dakota farmers. #NDSen #NDSenDebate https://t.co/wP8hWOEMp7",0,899
67,Kevin Cramer does not belong in the Senate. Donate to Heidi Heitkamp now to make sure he doesn’t get there: https://t.co/czcWoaOlre https://t.co/WZzDfvWwox,0,67
74,Kicking of our Ag Tour all across the state this morning w/ <U+2066>@MOFarmBureau<U+2069>! Honored to have endorsement of MO farmers #MOSen https://t.co/ViPRK4kbz7,0,74
87,Kicking off the fall season at Westfield’s FestiFall! https://t.co/3iWnvSQqSm,0,87
125,Kimmi is right - we can't do this without you. Can you sign up to help get out the vote before election day? https://t.co/5nrGTPjUP3 https://t.co/ZHqnaFGMiz,0,125
744,Kristy and I congratulate Geoff and KathyJo Diehl on tonight's huge win in the Republican senatorial primary race. Go Geoff!!  @DiehlForSenate @JohnDennisWEEI @TheKuhnerReport @HowieCarrShow https://t.co/AyRfYvo94k,0,744
97,"LET’S FLY, St. Johns!<U+0001F985> We are FIRED UP to protect the American Dream, and we MUST vote <U+0001F5F3> on Nov. 6th to protect that Dream for future generations!<U+0001F1FA><U+0001F1F8> &gt;https://t.co/R24KGtLlEP&lt; #LetsFlyMI #MISen #TeamJohnJames https://t.co/ziW3BCJbDd",0,97
718,"LIVE NOW: I’m speaking from the Senate floor about Judge Kavanaugh and the growing number of sexual assault allegations against him.

WATCH HERE <U+27A1><U+FE0F> https://t.co/EdC1j193GC",0,718
181,LIVE:  GOP Senate candidate Corey Stewart interview -  https://t.co/xrp8scN4fe,0,181
175,LIVE: We're bringing members of both parties together to raise awareness of veteran suicide and send a clear message: this epidemic must come to an end. Watch: https://t.co/AKAfXygtm9 #SuicidePreventionMonth,0,175
757,Last Saturday  a bigoted coward carried out an act of pure evil when he murdered eleven Jews who were gathered for Shabbat services at the Tree of Life synagogue in Pittsburgh. He targeted them because they were Jewish. It was the deadliest anti-Semitic attack in U.S. history. https://t.co/QYOEtlAJsg,0,757
77,"Last month we offered a signed trucker hat to whoever completed the most volunteer shifts. It was a tie, so we gave out 2 hats — 1 to Sam here. We’re doing it again, but this time it’s a signed t-shirt. Volunteer now and you could win: https://t.co/ADh9RIsAjA https://t.co/TgYO8aOiOh",0,77
178,"Last week, the Senate passed my Know the Lowest Price Act for patients under Medicare. Today, I’m glad we passed the Patient Right to Know Drug Prices Act which I cosponsored w/ @SenatorCollins and Senator @ClaireCMC for patients with private health insurance.",0,178
271,"Late last night, 42,000 documents related to Brett Kavanaugh’s record were dumped on Senators to review before his first hearing early this morning.

Republicans are going to great lengths to suppress his record. #WhatAreTheyHiding",0,271
197,"Leadership starts at the top, and words have meaning. Hateful, angry rhetoric is not just childish — it’s dangerous.

This November, use your voice to reject everyone who has made excuses for this behavior and let’s begin to heal our nation.",0,197
884,Learn more about our efforts to stop junk insurance plans  which deny coverage to people with pre-existing conditions and do not cover essential benefits like maternity care  prescription drugs  etc. https://t.co/LPWNmvRaFh #NoJunkPlans,1,884
746,Let me set the record straight: I have a proven history of helping Ohio’s seniors. #OHSen https://t.co/hr9Onvhh1c,0,746
407,Let's be clear about what’s at stake in this election. @kevincramer says that 1 vote matters — I couldn’t agree more. I’m proud of my vote to defend protections for folks w/ pre-existing conditions. He’s voted against them time &amp; again. Our health care is on the ballot next week. https://t.co/ZeWR2XJTTu,1,407
328,"Like I told @hughhewitt, career politician Joe Donnelly is trying to hide from his record of voting against tax reform and for Obama's Iran nuclear deal, and now he's hiding from supporting Judge Kavanaugh until his vote doesn't matter.  #INSen https://t.co/Xes3ghrd1I",1,328
927,Like I told the folks changing shifts at Green Leaf in Fontanet  fixing our broken trade deals isn’t impossible  it just takes people who have lived it in the real world. #INSen https://t.co/0Z5ufg9CmR,0,927
539,Listen to this leaked footage of @clairecmc talking about “saving” the country from President @realDonaldTrump and urging people to stop him by supporting her campaign #MOSen https://t.co/5i9dTOi9gJ,0,539
706,Live from Monmouth County! We only have 15 days until we elect Bob Hugin  a man with integrity who cares about women and children. https://t.co/rFLuh7PwHM,0,706
774,Look at the overlap of the big influencers behind #Republican nominees and the big influencers behind #SCOTUS amicus briefs  and look at the massive benefit to those influencers of Citizens United and unlimited #darkmoney. https://t.co/UvqJgBLrqf,0,774
988,Look who has stickers now on <U+2066>@GIPHY<U+2069> https://t.co/IURVhTjC3y,0,988
131,"Looking forward to three debates with Senator Cruz. 
<U+27A1>Dallas on Sept. 21
<U+27A1>Houston on Sept. 30 
<U+27A1>San Antonio on Oct. 16",0,131
515,"Losing 3,000 fellow Americans during Hurricane Maria was a tragedy – one that could have been avoided.
 
For the President to call this outcome a “success” is truly despicable. https://t.co/HLJDvmFSc5",0,515
1020,Loved being part of #TribFest18 this weekend.  Lots of people  lots of Texas hospitality  and lots of rain (ok a downpour during my under-the-tent interview with @TexasTribAbby). Thanks @evanasmith for the photo. https://t.co/HG7EOpi3rS,0,1020
549,"Loved the debate! Afterwards, @clairecmc revealed her campaign strategy, reported by @TheHill: “I decided the hell with it, I’m just going to swing,” McCaskill said. She runs brutal, dishonest, vicious campaigns, but you can make this one her last one. 12 days to victory. #MoSen",0,549
1183,"MISSISSIPPI! 

Today is your LAST day to register to vote in this year’s election.

This year is too important to sit on the sidelines - make sure your voice is heard!

#AreYouRegistered #VOTE #mssen #BariaForMississippi https://t.co/qlVHq6BYpj",0,1183
575,"MUST SEE TV <U+0001F4FA><U+0001F4A5>: TUNE IN at 6:00 PM ET for the #MISenDebate. I have two simple questions for Sen. @Stabenow: When it comes to getting things done for Michiganders, what is taking so long &amp; why should we believe you this time? <U+0001F985><U+0001F1FA><U+0001F1F8> #MISen #LetsFlyMI https://t.co/1fWiAh72L7",0,575
17,Maine people at the Fryeburg Fair are ready for a #BetterDealForMaine! #MEPolitics https://t.co/XCnEkQK4gi,0,17
436,"Manchin made it clear at the debate last week that he is in favor of taxpayer dollars going to fund abortion. 

West Virginians know that I will not vote to spend taxpayer dollars on abortion. That is unthinkable. 
https://t.co/CxMCVIYvOZ #WVsen",1,436
1037,Manténgase a salvo en las vías de la Florida durante #Michael con #FL511. Recibe info de tráfico actualizada con https://t.co/5CWFsehBFr. https://t.co/N8oKG9tFYG,0,1037
875,Manufacturers and workers are a critical part of ND’s economy and this trade war is putting them at risk. That’s what I talked about with plant employees in Gwinner. Then we headed to the local watering hole for a quick beer! https://t.co/KxuFtqAZlh,1,875
934,Martin Heinrich is so out-of-step with New Mexico  he steps on roadside fatality memorials to erect campaign signs. #NMpol #NMsend #RestoreDecencyToDC https://t.co/9CT9qWTr4M,0,934
147,"Martin Heinrich, DPNM Leaders Must Denounce Cyberstalking and Harassment by Democrat Operatives: https://t.co/tN36OXSPuw",0,147
1034,"Maryland: today's the day. It's the *last day* you can register to vote before the midterm elections.

Democracy has no autopilot feature. It's driven by those who show up. Make sure you're there on November 6 – register to #vote now: https://t.co/3axCj84V7X https://t.co/UdHaLnuZA1",0,1034
1077,Massive crowd already assembling to see @realDonaldTrump in #Springfield #MAGA Thank you for visiting our city Mr. President and for your support of @HawleyMO https://t.co/8FlK8QIujH,0,1077
921,"Mayor Cassetti  and members of the Ansonia Board of Alderman hosting @MattCoreyCT this afternoon to discuss ways CT’s Senator can work hand-in-hand with municipalities. 

#ctpolitics #WorkingNOTWalking https://t.co/ovq3gfzYWo",0,921
1030,Media treats the word “lie” like they think the FCC will shut them down if they use it.,0,1030
770,Meet our daughter  Hilary. She is smart and passionate about what she believes in. She has always insisted on fairness  equality and treating everybody as an individual. She's accomplished so much and continues to make Kathy and me proud each and every day. https://t.co/ILqwKRqovf,0,770
1182,Memphis deserves attention to its issues just as much as the rest of Tennessee. It's a city of such energy and such potential  and I want to do everything I possibly can as Senator to help it achieve that potential. #MemphisMatters https://t.co/lsv1pUn2GI,0,1182
973,Michigan Senate candidate @JohnJamesMI remembers the attacks 17 years later: “I went to West Point  and we didn’t know what was going to happen. But on September 11 we all know where we were.” https://t.co/kfz5VodlHV,0,973
226,"Michigan deserves a leader that will stand up for them on the floor of the US Senate. From the battlefield to the boardroom, I have the proven leadership to take our state to the next level. I'm living the American Dream, and I WILL protect that Dream for future generations.",0,226
701,Might have to store them in our garage this winter.  <U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621> https://t.co/Uar63PBYSq,0,701
1048,Mitch McConnell just filed cloture (which starts the clock on the confirmation vote) and we haven’t  (as of now) even seen the FBI report yet.,1,1048
321,"Months after his trillion dollar tax cut that benefitted his wealthy friends, POTUS wants to balance the budget on the backs of the nearly 2 million dedicated federal workers. 

I am particularly disappointed in @SenatorWicker for failing to stand up for these workers.  #mssen https://t.co/T8IyLGK8xz",1,321
155,More #TwoFacedTester ---&gt; @JonTester says he opposes sanctuary cities then he votes THREE times to PROTECT sanctuary cities. It's time we #DefeatTester!!! #MAGA #AmericaFirst #mtsen #mtpol https://t.co/VNzwQl2Z7n,1,155
1036,More GREAT NEWS to share ...  @DonaldJTrumpJr @KimGuilfoyle are coming back for a two-day  statewide Montana Victory Tour from Oct. 26-27th! We can't wait! Stay tuned for more details. #MAGA #DefeatTester #TrumpCountry #mtsen #mtpol https://t.co/vAZ5ItbwG6,0,1036
127,"Most Americans who died as a result of Hurricane Maria were not killed by storm surge, rain or wind, but rather as a result of an inadequate response by the federal government. Today, I urged FEMA to pay the full cost of Puerto Rico’s post-hurricane emergency recovery efforts. https://t.co/FK1L43shlv",1,127
123,"Must read. 

Every civilian death inside Yemen has an American imprint. Such a black mark on our nation.  https://t.co/1rwFY53kjh",0,123
82,"My #TBT this week goes to @KevinCramer. He said disagreeing with the president is like cheating on a spouse. Then he promised to vote with him 100 percent of the time. Maybe that’s why he’s refused to #StandwithND against this reckless trade war.

https://t.co/YWArYGj5tz",1,82
890,My breakthrough bipartisan ocean plastics bill  recently signed into law by Trump  is a beachhead. Bipartisan Senate work—even an EPW hearing—on next steps has already begun. We know far too little ab what this does in our human food chain  for instance. https://t.co/NgosKW6ldh,0,890
918,"My friend @JasonKander inspires people across the US. I hope his brave announcement will inspire more people to seek help. Take care  Jason. We need you in this fight for the long haul.

If you need help for PTSD  call the VA Crisis Line: 1-800-273-8255
https://t.co/ugoSeoWm2p",0,918
790,My friend CFO @JimmyPatronis is from Panama City  his whole family is. Unfortunately  while the storm hit  he was with his wife  Katie  who was having surgery for breast cancer. He’ll be back in Bay County to help as soon as possible.,0,790
1086,"My new ad exposes the DC hypocrites attacking Judge Kavanaugh while covering up sexual predators in Congress who have cost taxpayers $17 Million. 

#Releasethenames #VASenate @realDonaldTrump  

https://t.co/QEMKI4T8TM https://t.co/RjmO57pqAd",1,1086
404,My opponent has voted time and again to undermine protections for folks with pre-existing conditions. #NDSen #NDSenDebate https://t.co/29pNNhXZAy,1,404
285,My opponent is committed to voting with his political party 100% of the time. Here’s the difference between @kevincramer and me: I’ve spent my time in the Senate fighting for ND 100% of the time &amp; getting results. He’s done neither. I’m so grateful for the @bistrib’s endorsement! https://t.co/DWywhwjp5i,1,285
576,My question to Sen. @Stabenow: Why should we believe you this time? #MISen #LetsFlyMI #TeamJohnJames #MISenDebate <U+0001F1FA><U+0001F1F8><U+0001F4AA><U+0001F985> https://t.co/TOC2TSx5tC,0,576
482,My resolution to overturn President Trump’s expansion of junk insurance plans now has the support of 44 Senators and we have the support we need to force a vote in the Senate. https://t.co/pEJN7vvjkd,0,482
981,NEWS: @RealDonaldTrump has signed a new free #trade deal with South Korea  one of NE’s biggest customers. I have long supported modernizing trade agreements to provide certainty for NE’s farmers/ranchers. #FeedtheWorld More: https://t.co/N6uyBPHHGw https://t.co/GXEgomenft,0,981
119,"Nancy Pelosi is at it again - attacking coal and our way of life!

President Trump said it best: a vote for Manchin ""is a vote for Schumer, Nancy Pelosi, their new leader, Maxine Waters.""
https://t.co/QIrbRUBQ04 #WVsen",1,119
759,"National Pundits are noticing our race. They continually point out that Democrats are nervous... a lot nervous. #ToxicBob 

https://t.co/JS6Ud7mM4b https://t.co/Miw3SOUjli",0,759
1129,Need a ride to the polls on election day? Uber and Lyft will take you there for free. https://t.co/kmBIQU9cjZ,0,1129
672,"Never in my more than four decades of public service could I have imagined a President of the United States who would display such callous disregard, disrespect and outright contempt for 3.5 million Americans. 1 year after Hurricane Maria, WATCH LIVE -  https://t.co/ztRXo97XDB https://t.co/jRpjNxve0N",0,672
1162,New Mexico Republicans need to unite for the only conservative in the U.S. Senate race: Mick Rich. #NMpol #NMsen https://t.co/aOwRBJrM1H,0,1162
276,"New data from @KHNews shows that nationally, benchmark premiums for 2019 are, on average, 16% higher than they would have been without ongoing sabotage by the Administration. Read more: https://t.co/pyCJHNB8Nf https://t.co/IrvWAxaAwh",1,276
300,"No one has better, cheaper coverage since ACA has been introduced. Cross-state competition will broaden coverage and banning kickbacks and allowing imports will lower prices which @SenatorCarper has voted against and has always sided with big pharma. 
https://t.co/wAo5eAtKKE",1,300
80,North Dakota is special because of folks like my friend Adrienne — she’s an incredible person. I met her after she lost her husband while he was serving his country in Afghanistan. I hope you’ll watch her tell her story: https://t.co/MnXSw8IEZ8,0,80
283,North Dakota's seniors have earned their Social Security and Medicare through a lifetime of work. I'm proud to stand with them — even when @kevincramer won't. https://t.co/DlDykel7Rj,1,283
1173,Now  let’s go #RedSox! https://t.co/2QmoAUvflu,0,1173
1164,Now is the time for our country to come together and show that we value women. That we stand with women. That we will do what it takes to secure equality for women.,0,1164
297,"Now, she’s not listening to their calls for answers as to how she’s gotten so rich while in office. It seems @DebFischerNE has spent all her time in Washington turning her back on Nebraskans and has completely lost touch. We deserve answers. #nesen",0,297
752,"OHIO  spread this information far and wide: 

Polling locations are open tomorrow from 6:30am—7:30pm. Find your polling place and encourage your friends  family  and coworkers to vote: https://t.co/koHeoKUzIN https://t.co/1nPSaVhdjn",0,752
876,"Oh for goodness sakes:  Astronaut Scott Kelly apologizes after quoting Churchill. 

Backbone people!

https://t.co/2OUx4nQrKb",0,876
958,Ohio soybean farmer Jeff Magyar tells @JimRenacci how over regulation in Washington - especially the #WOTUS expansion - has made things much harder for his family farm. #OHSen https://t.co/qku9ush7yu,0,958
55,"On #NationalDayoftheDeployed, we honor the brave men and women who are serving our country abroad.- Joe https://t.co/FGRtqBjbQ0",0,55
742,On #WorldMentalHealthDay  let’s remember that it’s okay not to be okay. Let’s always be kind. And  let’s guarantee every American access to mental health coverage.,0,742
896,On National Coming Out Day  we celebrate the bravery of all who have come out as LGBTQ  and those who are taking that courageous step today. I’m proud to fight alongside you all  today and always  to be a country where everyone can safely love who they love and be who they are.,0,896
100,"On the Daily Show w/ @TrevorNoah last week, I made the case for the importance of voting. Early voting is already open in many states, including MN. Vote!  P.S. You’ll like his joke about what would happen to a nightclub that had the same ratio of men:women as the Senate... https://t.co/jvxdgnhQvf",0,100
134,On the road to Eagle Pass with @JulianCastro and @Castro4Congress. See you in Maverick County at 2:00 (2360 E Main St.) https://t.co/bXfdXcN46s,0,134
135,On the road to Galveston Island! Hope to see you tonight at 5:30 in the Aggie Special Event Center. Everyone is welcome.,0,135
116,"On the same day Kavanaugh begins answering questions, courts begin to hear a case that could overturn guaranteed coverage for preexisting conditions. If we don't #StopKavanaugh, this case could come before him, and we could see 130 million patients' care put at risk #WhatsAtStake https://t.co/I5CUZJTEkg",1,116
281,"Once again, the Trump administration is showing its true colors through a short-sighted policy decision that willfully ignores accepted science. We have a moral obligation to reduce greenhouse gas emissions and mitigate our contributions to climate change. https://t.co/bkaaqlfq3C",1,281
7,"One (more) key difference between David and @SenatorWicker?

David SHOWS UP to talk to the voters and answer their questions. He doesn’t hide in his office or sip chardonnay wth high dollar donors in Napa.

#mssen #BariaForMississippi https://t.co/groTt2g6tb",0,7
910,"One copy of the FBI report. No more than an hour to review it. No ability for any follow up. Then a rushed vote.

For 2 years  McConnell has been carefully and purposefully breaking the Senate. This is the final blow. No comity or tradition left. It’s just about power politics.",0,910
162,One last INCREDIBLE #MAGA rally today in Bozeman with @realDonaldTrump!! Everything is on the line. Let's Keep America Great and WIN on November 6th!! #TrumpMT #mtsen #mtpol https://t.co/bSrmG0lboW,0,162
1119,"One month until Election Day. Here’s where we’ve been—and where we’re going. 

Thank you for being a part of this campaign.

https://t.co/NXCfoY6NC6",0,1119
1185,One of our jobs as Senators is to protect our democracy  and therefore to protect the independence of the Special Counsel and the integrity of the Russia investigation. Rosenstein oversees the investigation  and must stay in his job. I joined Rachel Maddow last night to discuss: https://t.co/Y7f8hWBC84,0,1185
277,"One year ago today, President Trump signed an executive order undercutting the Affordable Care Act and making it even harder for Americans to get coverage. Health care should be the right of all, not the privilege of a few. Our fight for Medicare For All must continue.",1,277
1040,"Open enrollment for your 2019 health insurance begins on Thursday  November 1! 

Make sure you have coverage for 2019 by visiting https://t.co/5DfoxVJJ4N. https://t.co/VlqYO2U9SR",0,1040
259,"Opposed to Justice Kavanaugh. For the Iran nuclear deal. Outsourcing Hoosier jobs to Mexico. President Hillary Clinton? And Donnelly says he's for common sense? 

Sorry, Senator, you're just not one of us. You're one of them. #INSen https://t.co/VKRq7dGKO8",1,259
993,Our #BringItHomeHeidi bus is getting the finishing touches put on it and we’re almost ready for our big tour. I’m so excited to welcome VP @JoeBiden to Fargo tomorrow for our kickoff rally! Hope you’ll join us and check out the rest of my trip at https://t.co/peff8vWGzW https://t.co/sNdk5e3XkX,0,993
1104,Our #TexasTownHall is starting now! Tune in on CNN. https://t.co/5rygAjvlnE,0,1104
857,Our Commonwealth is grateful for the heroic actions of the Pittsburgh police officers who directly engaged the suspect and saved lives.,0,857
1039,Our bill would extend the tax credit to give businesses more time to implement a program  expand #PaidFamilyLeave for employees  and allow lawmakers to access sufficient data to assess the effectiveness of the program. Read the bill here <U+27A1><U+FE0F>: https://t.co/XY4xauGB8d,0,1039
213,Our campaign is open to anyone who’s tired of the hyper-partisanship in Washington and is ready to elect a U.S. Senator who will work with both parties to #GetThingsDone for Tennessee. Join us: https://t.co/P9k7YO3Bdk https://t.co/rCFrKHSkcc,0,213
1106,"Our campaign now has 24 grassroots offices across Tennessee. We’re asking people to knock on doors and make phone calls because person-to-person conversations are going to make the difference in this campaign.

https://t.co/ERvcldKWbL",0,1106
206,Our children deserve a fair shot at the American Dream - that starts with a good education. I’m done waiting to see if career politicians can deliver decades old promises. I’m running to ensure everyone has a fair shot at the American Dream. Let’s Fly! #TeamJohnJames #MISen https://t.co/2IyKLakW3V,0,206
724,Our community is still grieving and it will never be the same  but hatred &amp  fear did not win that night. #LasVegas showed the world what it meant to be #VegasStrong. On that tragic night  so many ordinary Nevadans made the choice to be extraordinary. https://t.co/bm0hYYahzm (2/2),0,724
368,"Our country could use a taste of California Soul right now. I was honored to talk with Angelenos at the 13th @TasteOfSoulLA about how #CA needs a Senator who will fight to send our values to Washington, not the other way around. #CAsen https://t.co/BYqpuxf9O4",1,368
352,"Our country's teachers have a crucial job: Shaping the next generation.

And yet the way they're treated doesn't reflect that.

It needs to change.

https://t.co/ccQ3tCqR4u",1,352
697,Our drop in at @PicassosCoffee turned into a little more than that... just a few folks here excited to see @clairecmc #mosen https://t.co/kRMWGqSa5O,0,697
1090,"Our members have been working nonstop to help the communities of the Panhandle recover from #HurricaneMichael. Thank you for all that you do! #FloridaStrong #850Strong #FDLE #LawEnforcement

https://t.co/cgqS60PBab https://t.co/NHdwFTCMYh",0,1090
864,Our officers have been in the Panhandle performing welfare checks on those impacted by Hurricane Michael. More: https://t.co/1oZMBBC2d0 #Hurricane #Michael https://t.co/Q8DhYf3Zp9,0,864
891,Our servicemembers deserve the best possible care and support when they return home. @USVetsInc - Phoenix provides transitional and permanent housing to hundreds of veterans. Together  we're working to end veteran homelessness. https://t.co/IMx0AyBycN https://t.co/ulGGMSOfio,0,891
1003,"Our statewide early-morning coffee tour rolls on  totaling 21 events and counting. This past week we held ""Joe with the Judge"" events in Middletown  Wakefield  Warren  and Manville — touching every corner of Rhode Island. Read more: https://t.co/lB2knynkdZ https://t.co/IVcTArrDsq",0,1003
1099,Out here canvassing with some of our best College Republicans on what turned out to be a beautiful Rhode Island day out in Bristol #FlandersForSenate! @RhodeIslandCRs @flanders4senate https://t.co/foH0yc2guK,0,1099
751,"Passing the Know The Lowest Price Act is just the beginning. I am also working to 
-cap out-of-pocket costs to just $250 a month
-crack down on big Pharmaceutical companies who engage in price-gouging 
-Bring lower cost generic drugs to market faster
#AffordableMedsNow https://t.co/nTVMqF0xq2",0,751
801,People have a right to vote for whomever they choose without @ChrisMurphyCT using his typical scare tactics.  For all of you voting for @OzForGovCT  I would be proud to have your vote as well given Sen. Murphy’s dismissive view of your choice. https://t.co/eQcWdmV9xV,0,801
217,People have been running on Medicare4all for 25 years. I am running on a national health care plan that will work to provide accessible and affordable health care to everyone in the US. The CBO concludes it will will be self-financing in it's first year.  https://t.co/NWGpqyKAJ2,0,217
1128,Perfect football weather here in West Lafayette for Purdue Homecoming! #BoilerUp #INSen https://t.co/ROcofhc5Kw,0,1128
1133,Please take the time to learn about disaster assistance available to you and your family. There are currently 13 Disaster Recovery Centers open throughout the Panhandle you can go to for this info. A map of DRCs can be found here - https://t.co/rtMlJ7LeVg,0,1133
733,Point of distribution for critical supplies (food  water  ice) – Calhoun County – Sam Atkins Park  20591 W Central Ave  Blountstown,0,733
561,Politics has become too divisive and partisan. @HillaryClinton's comments only make things worse &amp; should have no place in our public discourse. @BobMenendezNJ should denounce Clinton's comments &amp; rescind her invitation to next week's fundraiser. https://t.co/i2eGyuH8uj,0,561
998,"Polling locations in all 95 counties are now open to voters. On Election Day  you have to go to your specific polling location. Find your polling location at https://t.co/cgW7OXKhaI

If you have any problems while voting  report them to our voter protection hotline: 855-844-VOTE https://t.co/eOxbQIlGbI",0,998
945,Poor Gary. He has small signs. https://t.co/LU3NZcNvv9,0,945
994,Portrait of a great man: moving tribute tonight to the intellectual contributions of our dear departed friend Shawn Brimley @CNASdc. We miss him every day but his spirit and insight live on in his wonderful family and all who knew him. https://t.co/6AeZWvJhhC,0,994
578,"Pres Trump may use his bully pulpit to berate Hispanics, and kick Puerto Ricans while they're down, but at the #PuertoRicanDayParade, we see the monumental impact these NJans have on our state. Love this parade every year, and I will never stop fighting for this community! https://t.co/XFibADsbhR",0,578
302,"President Obama promised over 50 times to get rid of NAFTA. 

@realdonaldtrump did it in 2 years.

Show this gem to your friends. https://t.co/XXmaHj3Do9",1,302
376,President Trump continues to disparage immigrants seeking asylum with no evidence for his claims. These immigrants are mostly women and children. They'd be following the law—not breaking it—if they present themselves at a port of entry requesting asylum. https://t.co/BB4rDqSDlc,1,376
423,"President Trump isn’t interested in solving immigration problems. Earlier this year, we offered every penny of border security $ he asked for - and he turned it down. He would rather use lies and fear to try to stir people up right before an election than protect the country.",1,423
725,President Trump thinks he’s above the law. It’s no coincidence his Supreme Court nominee believes sitting presidents shouldn’t be indicted. If we want accountability for a president implicated in federal crimes  we must demand the Senate block Kavanaugh’s appointment.,0,725
373,"President Trump’s decision to expand junk health plans puts consumers at risk by not covering essential services like maternity care or preexisting conditions. Thank you @JerryBrownGov for signing a bill to keep these plans out of California. Now, let’s ban them nationwide.",1,373
374,President Trump’s go-it-alone approach to Iran is failing. Our allies believe the Iran nuclear agreement is working and are moving forward without us. It’s time we return to the nuclear agreement and work with our allies to address Iran’s behavior.,1,374
